,0,1,2,3
0,0.4728815490191503,0.22099359333515167,0.3609255224592795,0.38778871810955595
1,0.5096739919029162,0.19058133572277497,0.3955226693377134,0.32581451580402415
2,0.5595873150032006,0.18053945345652894,0.3582889191045881,0.31776247180103073
3,0.5612762785838673,0.18351304900536028,0.404745596143189,0.33293960229544006
4,0.5562795603470206,0.20091141462404882,0.33978306266704256,0.39432226952791594
5,0.5592143770075605,0.2474864624775594,0.46340278310592864,0.41676284178596323
6,0.5246345661514359,0.25117158365338854,0.38502940533350166,0.3604115378888991
7,0.5781195724277887,0.2907448972894376,0.48262557223498403,0.31368727180297756
8,0.521128521401488,0.020490286871790886,0.5226306040225599,0.316559379613701
9,0.4589000232011342,0.23176621819835366,0.5241478552748899,0.38069884725141095
10,0.46896330824954524,0.27183339498682285,0.5628897359761771,0.42361798864978434
11,0.020900238305330276,0.02045152708888054,0.5913443863373617,0.4053273533943484
12,0.7296733140261135,0.3510356588601584,0.5901849121913522,0.3843923746829884
13,0.7377871768992241,0.36153443817598985,0.5948474318919172,0.02079547382891178
14,0.675119322960333,0.020688701421022415,0.5258478073653228,0.3112737105211703
15,0.02143653854727745,0.2601005538591617,0.02116348408162594,0.020025962963700294
16,0.021317284554243088,0.18626747809382815,0.41941968961476317,0.279029050754433
17,0.5250277376002112,0.1513366687280314,0.5494003112568652,0.020024359226226807
18,0.5335546761279854,0.12250481948191838,0.578744891648821,0.2547013375641177
19,0.4449658525169892,0.08389111509494535,0.5638672466441681,0.20034960405419383
20,0.4465580595136085,0.07870655518192951,0.5946815041393265,0.202967494298055
21,0.020873041823506355,0.11614128665828939,0.579231598658554,0.020388592034578323
22,0.6191388568945987,0.020142627879977226,0.5316604936366622,0.25476175718226396
23,0.6636717966857729,0.02021871693432331,0.5048173974163452,0.307963117015614
24,0.6832679163519606,0.020024646073579788,0.4811500112052167,0.3092278118644014
25,0.021295420825481415,0.2974811079333863,0.47842281548345195,0.2546349646141219
26,0.6807493642358013,0.3390466420816251,0.5023001838254162,0.1976829127809996
27,0.02002614364027977,0.4012368133025511,0.5188584026755169,0.19832655029406623
28,0.7843685248694766,0.43466391939215354,0.49902624054741074,0.26095536629455013
29,0.7305345218000515,0.39824662316378756,0.4488750684179236,0.0203845351934433
30,0.021524682641029358,0.31361808297076565,0.4102735180878643,0.317607870670388
31,0.5283770338366367,0.267451876739371,0.43608803740466995,0.3400439727055073
32,0.020026227459311485,0.28755771276668135,0.5031033960065437,0.3452925029442461
33,0.6020360666170111,0.29789136557384166,0.020855695009231567,0.020666994154453278
34,0.5950873366690373,0.2836896178530272,0.5271433631084698,0.3460214145400365
35,0.02117731235921383,0.29234337052971027,0.5814887222453176,0.33188451233399335
36,0.6534964963370339,0.020555149763822556,0.5729496838892841,0.36227035355280834
37,0.020026102662086487,0.31696168890263204,0.021137764677405357,0.38434565537314935
38,0.021275971084833145,0.3046762127091299,0.021121300756931305,0.36815426111661087
39,0.020024359226226807,0.020621290430426598,0.5099569835903734,0.325774204240846
40,0.020026136189699173,0.02059689350426197,0.5155734000751934,0.020722437649965286
41,0.6468682401849362,0.020025815814733505,0.020999502390623093,0.22554175004258348
42,0.6144431297506865,0.26340137144839665,0.5355633078559506,0.25579622282997944
43,0.504265524475776,0.24472395085556023,0.4919735985876848,0.28611005093827513
44,0.42673902253583806,0.26499981168629033,0.4224485177191645,0.3039738693451278
45,0.3528051295062635,0.02047741785645485,0.3700455545997337,0.28096814693606753
