,P4,Cz,F8,T7
3527,-2.0543642,-2.901978,0.24534918,0.4517371
3529,-2.408914,-0.6074241,-1.0124503,1.1742227
3533,4.2271404,5.517794,3.7617903,-0.17115092
3541,0.41759536,1.5706911,0.8940799,3.4658985
3542,0.55482274,0.5803013,1.1436975,2.8062942
3544,3.3175545,1.1995711,3.7103643,0.6799837
3545,3.4480753,2.930213,2.5238426,-0.0684497
3548,0.81221306,2.6574154,0.7223235,1.2664644
3551,0.7127629,-3.2808337,-4.436237,-2.1847992
3552,0.05044127,-3.2972395,-2.5987318,-0.49044192
3555,-2.759439,-0.7499258,0.0015799043,2.365392
3558,0.08578054,1.6896417,-3.1127958,2.7187471
3559,-2.2511933,2.7747927,-5.400101,1.1720809
3562,-1.453568,3.2396662,2.8671632,0.8071737
3564,-2.8767626,-0.022565115,5.708444,-2.4666817
3568,0.45910466,1.8900683,2.3321803,0.99326515
3569,1.9777682,2.262472,-0.07812734,1.3736527
3571,4.416076,5.4437027,1.3787912,4.746157
3572,4.130994,4.7374935,0.09651557,5.2027106
3573,2.5403442,2.8740394,0.31022388,6.120278
3581,2.8352644,0.1291605,2.020971,-2.23505
3585,2.0821264,0.46099383,-1.4416606,-2.3744135
3588,2.1329327,-0.5899373,5.706093,2.3800676
3589,1.8644309,-1.2947457,4.159322,2.188397
3590,1.625027,-0.8588554,1.2837002,1.8240763
3591,1.9501741,-0.65061116,2.3101625,1.2938089
3592,1.8712627,-2.3259187,2.914894,-0.7792277
3595,0.12444611,-5.5147257,-0.053117417,-5.299361
3602,-2.7774167,4.2396455,-0.16884,2.9012787
3605,-0.24184053,0.7753725,0.3823481,3.948682
3614,-3.9511821,-3.3365455,6.622079,-3.571491
3615,-4.3453226,-2.417177,8.130095,-2.8449562
3616,-5.450818,-2.2104595,9.60703,-2.9915285
3622,-1.2748975,-1.1197764,4.882834,-3.903174
3625,3.7808104,0.7227161,0.4529168,2.0771685
3628,1.3413874,-4.217236,-4.0072346,-0.1334074
3631,-1.2193425,1.5029926,-4.9018717,4.1242676
3636,-3.5375395,1.4582548,4.3957276,-5.605744
3638,-0.2828761,1.8952338,0.56590736,-5.221407
3644,1.6500295,-1.7065897,-6.2435246,4.8537335
3645,1.4236877,-1.1097767,-8.350903,4.256689
3647,-1.0736963,0.31183848,-4.731385,3.3731163
3650,-2.440901,-2.7060008,1.7681776,-3.5641818
3651,-0.17878859,-0.5314213,0.7254285,-3.528229
3652,1.1716982,1.2375559,-0.17140488,-2.5452993
3653,0.917037,2.1017897,-0.6607499,-2.1678183
3655,0.3142399,1.5524578,0.9352592,-5.3321567
3658,3.5720155,1.4868258,-0.59363025,-3.3932045
3659,3.5513334,2.2806716,-2.588189,-0.71055895
3668,-1.1364951,5.6335983,-9.079412,2.6177263
3678,0.7645067,-3.3273306,5.5846195,-2.5492072
3680,-1.3406378,1.0634013,-0.10946483,-1.6150895
3694,1.673131,2.075232,-2.6499736,6.4212923
3699,-0.21923204,-0.25308624,-2.5744407,4.877268
3701,3.3306494,2.800852,-3.2835963,4.3458157
3705,-1.0611645,-3.7262685,-5.022664,2.2478566
3712,-0.5489998,-6.1245084,0.78167194,0.3162355
3714,-0.69353575,-1.683025,-2.7419128,-5.2032113
3715,0.6046142,0.3037635,-4.3657236,-5.468177
3733,-0.04253099,-0.8852346,-3.0992653,-1.3736205
3734,1.0846862,-0.61930007,-4.288641,-0.336683
3738,0.6421141,-0.9912318,-7.3768063,-6.4754853
3746,-0.2539091,-1.3849819,-11.048651,-1.3258117
3747,0.8728716,-1.5163964,-8.568135,-0.7652681
3749,1.7241354,-2.6912646,-6.1352,-3.6530392
3762,-1.8157357,-3.7517056,28.786396,-3.0351126
3766,-5.2010436,-3.001884,45.31615,0.6980338
3770,-4.469591,-4.3853726,43.889202,-1.9206005
3773,-6.493074,-10.881666,36.858585,-4.345479
3775,-4.2485647,-11.2770815,30.861744,-4.911339
3777,-3.5724697,-4.7718143,27.721102,-2.737613
3780,2.0560389,1.7960668,23.944849,0.46728054
3782,6.4464803,5.2409577,16.06562,1.5914223
3783,7.186563,5.276667,11.659515,1.7462837
3785,3.3148034,3.112253,7.3045373,1.0152192
3788,-0.8788821,0.601384,5.839696,0.73340625
3789,-0.89177287,1.3931254,5.17127,0.09368349
3793,4.9510727,6.0581255,-7.7659936,2.28842
3800,2.9602284,1.574601,-7.203855,0.75655025
3802,0.9365483,1.8439319,-8.305637,-0.3358633
3805,-1.9089468,3.9434996,-10.639413,0.5175848
3807,1.6826315,3.5228777,-7.6106358,1.0431565
3810,2.004886,0.5811354,-11.630764,2.8927045
3812,-0.5218829,-0.69784147,-11.696383,0.94126964
3818,0.35214478,1.6272159,-15.612947,4.145831
3819,0.6604447,2.2955923,-16.348999,3.0510411
3820,-0.34714797,2.9296172,-16.013731,3.0841153
3822,-1.752743,2.411317,-17.928307,0.31282687
3824,-4.0794063,-0.62102854,-12.289475,-0.3833133
3825,-4.9352913,-2.123304,-10.126099,-1.244216
3830,4.244109,-2.1439915,-9.640483,-4.150634
3831,5.706687,-1.7478721,-8.027119,-2.8741634
3837,0.94176304,3.9481168,-8.289674,2.8226852
3838,0.8885107,2.5132418,-10.272039,6.2321486
3841,1.5628229,2.5795314,-14.662371,1.1396315
3843,-1.6354429,4.1323156,-9.215436,-1.565274
3845,-1.0514027,-0.2302054,-10.724582,-1.1518469
3851,-0.330837,1.4160657,-5.6648793,3.534495
3858,4.165206,2.9924877,-7.7460823,1.0599139
3860,3.9064846,3.7925663,-2.9045777,1.406687
3861,3.4294086,5.020551,0.010119897,2.6988173
3870,2.531483,2.1117396,-5.0613313,-1.1512707
3879,2.401159,2.6064525,-1.3930284,5.1476336
3880,0.33821386,-0.51418835,-2.1160855,5.0193725
3884,2.6819682,0.37563604,-3.2285576,-2.6401453
3888,0.635555,-3.5894403,-3.373771,-0.87029666
3889,0.98391134,-4.2714243,-3.3257942,1.1783582
3890,1.3393282,-4.2364135,-2.1514592,1.892887
3892,0.39294708,-3.2447548,-1.353699,1.6954554
3897,-1.589323,-1.4304277,0.29192966,-1.5131774
3904,-3.7064614,-4.466162,4.6308327,-0.3368096
3906,-4.3576956,-6.9795384,10.133475,-5.350336
3911,-0.113930084,-3.3800979,5.270572,-9.323374
3912,-2.3086567,-4.0163054,7.8876514,-9.474946
3913,-4.1352444,-4.961548,7.9988055,-8.837047
3918,1.1571021,-5.4200406,1.8375459,-3.2115524
3923,-0.07786063,-0.40407428,-0.97968227,2.5106823
3924,0.18892972,-0.5501197,-1.9676507,2.1062121
3928,-2.1844244,1.9983748,-5.5599756,-2.4163082
3936,4.0741534,-0.898014,0.7181204,-4.0649033
3937,4.5263305,0.5382156,1.3195077,-2.6308024
3939,3.324503,3.6379287,-1.4832911,1.3023301
3947,-1.1197348,-2.060731,-2.275826,-3.5678892
3948,-0.16805448,-1.4907902,-4.2889285,-4.530718
3949,0.41280708,0.41794932,-4.361027,-4.9082456
3951,1.8330355,1.8908886,-6.3774805,0.6672891
3953,1.1439421,0.71214646,-5.1401987,1.616758
3955,0.63109094,1.830894,-6.8568516,0.086972006
3958,1.8657587,5.5817113,-6.3913727,2.4152684
3964,-1.0891918,0.6813673,-4.779294,0.64600813
3969,-0.23041429,2.5499184,-4.4993916,1.4656636
3971,0.14214107,3.3197038,-3.6124504,-0.6445788
3974,0.38867426,0.08197766,-2.7248147,-0.42829642
3977,-3.4385903,-5.8123937,-8.269755,3.4029706
3989,2.1327057,4.65169,-12.5061655,4.3257546
3990,2.3780692,1.8712058,-12.125645,4.0716047
3991,1.4304686,0.9720227,-13.677491,2.7471104
3998,-0.8394006,-0.38792732,-9.280763,3.5704079
4003,-0.47126102,-1.0059613,9.282603,-1.3937353
4006,-0.530016,-0.121702135,29.779663,1.9029197
4007,-0.892954,1.1510925,35.82952,0.3550378
4009,-2.2109082,-1.5828028,52.94592,-5.67125
4012,-2.1743557,-9.164917,60.745968,-2.6782022
4015,-8.31911,-13.365288,63.56007,-7.198536
4020,-7.387494,-11.144963,59.546024,-6.55038
4022,-6.742784,-8.30104,46.94659,-2.1107554
4024,-1.6628119,-4.680564,38.82341,-1.016609
4029,-4.0742855,-3.8824768,30.552927,-3.2354414
4033,-5.148841,-0.5775817,16.686316,-1.582111
4034,-7.1919737,-1.5817302,15.424709,-3.3553927
4035,-7.804527,-1.4418678,13.928083,-4.7332954
4038,-2.7450392,1.2403765,6.807308,-3.3913214
4039,-1.198632,0.8405468,3.8952148,-3.3371754
4046,0.44174826,-0.21994516,-8.40563,0.3520829
4050,1.7666175,3.6993368,-5.922071,1.4496316
4054,0.22689289,8.763038,-11.731665,7.4622436
4067,-2.5063846,3.5487893,-15.693473,5.365397
4073,5.218616,10.802069,-20.776276,6.7997103
4074,4.814264,7.388593,-13.563021,4.0012074
4081,-1.6874119,-4.1251087,-7.5282125,-3.8229928
4087,-6.0536585,-7.735681,-3.786683,-4.457072
4088,-5.099897,-7.395188,-2.4381664,-3.5368857
4090,-1.1083448,-2.7307637,-3.0807388,-2.8333364
4095,4.417163,3.1381269,-9.236733,1.3187095
4099,4.3504634,4.2297034,-10.921223,-2.1478708
4102,0.96344113,0.11145058,-21.511072,-1.4859641
4103,-1.147442,-2.8663952,-18.426586,-0.2990564
4108,-7.9813175,-10.689796,-16.918219,-4.338305
4113,4.0783033,-2.0259662,-11.624938,-0.07980705
4117,7.566406,4.575228,-7.6953735,1.4373416
4119,1.5730337,0.10195983,-6.9319015,4.10798
4122,2.612422,2.2047484,-5.870634,1.4251896
4123,3.6779046,3.1561582,-5.5218263,1.8241109
4124,1.3199493,0.7691915,-8.828278,0.7676168
4130,6.1930346,4.820551,-0.5929343,-0.26932147
4135,8.443776,6.903808,7.6676283,-3.0687904
4136,2.8778193,4.511845,-0.5186186,-2.40408
4137,-3.3281868,0.03140106,-5.2236576,-1.4427289
4139,3.944256,2.6809812,2.0292108,4.1984534
4144,1.8277363,3.4745598,-2.7969348,3.2995224
4145,-1.1066754,0.69100827,-7.9228697,3.744168
4155,5.083696,6.1974173,0.09529614,5.7476144
4156,4.087712,5.577666,-4.001212,3.4025915
4160,3.2600799,0.7133543,-5.6655016,-2.070164
4168,7.1273937,5.770471,-20.78965,-4.970521
4171,-5.031669,-8.238774,10.635623,-1.3079736
4177,2.5304723,-1.1699815,-10.265037,1.6746352
4181,2.7596736,3.2728784,-2.177794,1.0360276
4188,-1.5812241,-6.0964904,-4.3790264,4.0865803
4189,-4.376518,-7.894508,9.6684,2.2249053
4195,1.7759757,-0.75731885,-3.372826,10.749849
4199,-2.3833795,-3.2280538,9.180542,-9.9738
4201,2.4605646,0.82774615,4.9251947,-3.7239633
4203,2.3410223,-0.21166514,-1.1690775,-1.2567583
4204,-0.39210302,-1.4140161,5.01836,-3.769959
4209,3.060722,3.9563346,3.997234,4.471735
4210,6.975335,5.841314,1.8805455,0.3106213
4214,2.730669,8.176442,0.7937116,-4.893319
4221,1.4721515,-2.609818,2.7157278,-4.489245
4222,-2.4201686,-4.3027654,4.9104447,-3.5409462
4223,-4.066754,-3.7725766,7.165527,0.9155761
4229,-0.68423,2.14746,2.3067524,0.027848072
4230,-0.14849433,3.6401944,-2.1664348,0.06983315
4237,-0.28082633,4.241877,-4.836248,6.8441067
4242,-2.947042,1.5710422,1.496287,0.664456
4243,-4.5507073,1.3151028,5.8109636,0.9282937
4246,-3.5326078,5.1924014,2.183148,0.8332436
4247,-2.304769,3.571118,-0.3212837,-0.80495286
4249,2.3247585,4.911786,0.7570246,2.5667834
4250,1.9578286,5.15026,-1.3806058,1.4252356
4251,-2.526003,3.0893013,0.6590568,-0.22029698
4255,3.0902197,5.769022,3.4788425,2.86743
4258,3.0568924,3.2113059,-2.8110194,2.0621624
4259,2.4216688,2.853011,-2.2445524,0.24301724
4261,2.1364288,1.461038,2.5912373,-0.67361385
4263,-2.7251022,-1.4328506,-0.27199882,-4.4234414
4264,1.0059457,-0.41402492,1.3309675,-0.2458771
4265,2.7393334,-1.303884,0.89424014,3.7435706
4266,-0.7377595,-3.5693018,-1.272119,2.7288547
4270,-0.5581443,0.082911156,3.3094823,-1.104685
4271,-1.1014315,-1.1225884,2.1511111,-2.7572312
4274,4.787993,2.8971488,5.1168737,-4.2332435
4279,-3.8158948,-6.1314435,1.1353633,0.84109694
4280,-5.794822,-8.549423,2.114173,1.1110084
4284,-2.2978857,1.2160116,-0.7644836,3.154871
4285,-2.5306273,0.79736215,0.6040064,1.0293897
4287,-2.2470424,0.7066219,-0.5208686,0.43228236
4288,1.6201297,4.8572645,0.04187856,1.9024026
4290,-3.2032866,3.160551,3.586359,-3.4828963
4293,-0.2315917,-2.8430746,-0.49571016,-4.296967
4295,1.5222143,0.07120044,4.8128624,-0.113624185
4300,0.09499342,-1.4271737,7.1002545,0.18894422
4301,-3.7296813,-2.273401,3.3972983,0.15503418
4305,-5.146319,-0.9245913,2.5537074,-2.9715836
4308,-0.12753786,-3.0813873,-0.37229443,1.5838612
4312,-1.1092713,-3.0810094,0.14003687,-0.2300307
4314,-3.3797204,0.56082267,-0.0020087014,1.5056161
4319,-0.5662861,-1.5291045,-4.3988047,-3.4385724
4325,0.054162916,3.607937,-5.6268253,1.9149443
4327,-3.3131166,0.61156857,-1.7284716,3.333782
4333,-1.8411366,-1.7459149,-2.2919345,4.5123606
4346,3.1312327,2.4675143,5.1253448,-1.3894252
4351,-2.3833537,0.920648,3.4844334,-3.7260237
4356,0.46312103,7.000823,0.024091844,5.0186977
4359,0.27025694,1.3193184,-4.366838,-1.2394272
4360,-2.871561,-2.146875,-2.4692411,-4.583621
4361,-4.9855003,-5.198156,-1.2963029,-4.5105753
4363,-0.69345534,-2.394788,0.9586136,-0.5668768
4367,2.1988604,1.2640336,-3.2355723,2.1787112
4373,-1.9771488,-3.0622778,-3.5464246,-2.9825811
4382,0.1864059,0.7346811,-3.5711813,-4.1000843
4383,-0.9577233,-1.9649969,-3.747856,-3.7446198
4386,-1.4674405,-2.8419087,-0.50864166,-4.101497
4388,-4.765237,-5.2020297,-0.46038997,-3.531862
4389,-3.4403672,-3.8432198,1.813228,-4.0809574
4408,-3.1549094,-1.7904613,2.4018128,0.713849
4410,-0.88865757,2.117263,-1.4843018,2.1064043
4419,1.2467276,1.144569,1.2101086,1.9991126
4423,-3.2712317,-3.988531,3.5027423,-3.906242
4428,2.490342,2.6807494,6.2697687,2.3504016
4432,-2.3635235,-4.7443705,8.100625,-5.8289046
4433,-0.6738884,-3.3035572,6.373651,-4.3585434
4434,-0.1992286,-2.3768184,4.4453692,-2.4170296
4435,0.2268899,-2.7160525,3.0733426,-1.524706
4440,-4.6366878,-4.388794,3.4323242,0.62533945
4442,-2.148604,-2.358624,-0.48308733,-1.2886733
4446,1.9549427,1.0521892,1.1745771,-0.9260568
4452,0.44727072,-3.9667616,-3.5712502,-3.1692345
4462,-0.06971583,0.12300092,3.007247,-2.074934
4465,-0.18444046,-1.5879856,0.17331392,1.0790175
4470,-1.7265415,-6.9936576,-1.4291054,1.1980642
4471,-0.64350027,-3.6482008,-1.3976039,0.9265496
4478,0.7813453,0.116577774,0.5741169,-0.73818547
4479,-0.5429115,0.5794899,-0.29413,0.4316583
4486,-1.0496346,3.2790978,4.9119215,2.4571662
4493,-2.898755,0.6313647,-0.5748832,8.646025
4494,-3.4160752,1.6115314,-2.670005,8.632826
4495,-2.9648643,3.9111984,-2.4586139,7.0391345
4496,-2.9666762,3.9646962,-1.9649783,6.078202
4503,0.97256756,1.5123683,0.5332876,2.7498145
4509,3.2164552,0.30569172,-2.2495198,-1.2188958
4513,-0.11978233,-1.4742851,5.225276,-0.84744316
4515,2.3835816,0.10116101,-0.2277623,2.323231
4521,4.8189416,0.8779494,-2.255953,3.8011818
4525,3.9009683,4.278791,-1.1428729,-1.777694
4527,2.5554414,0.82520247,-2.0146978,-6.4290934
4529,3.2777042,0.6448879,-0.11817111,-5.4272695
4533,-1.7621136,2.457935,1.5188965,0.8778533
4534,-0.5015894,4.39583,3.6030684,0.6466294
4540,-0.43305185,-1.137692,-0.28297725,1.6711953
4544,-2.0313566,-2.1769426,0.15253028,-3.855934
4545,-2.11424,-1.7569354,1.3219534,-2.814484
4548,2.088341,2.3338838,3.8652048,-3.2842216
4550,-0.08042492,0.3656152,-1.6755006,-5.5388346
4551,-1.3192763,-2.413278,-3.9375055,-6.46039
4552,-0.6345565,-3.6100595,-2.5559387,-4.9908247
4557,-2.598633,-3.018208,1.4967716,-3.818617
4559,-1.9141101,-1.8183811,2.2746258,-2.746618
4560,-0.077759184,-0.66525877,0.56954294,-3.5043292
4561,2.569285,1.506921,-2.4101155,-0.84468305
4573,0.5731193,0.51278263,-1.120114,-5.623634
4574,-0.018273672,0.7310597,-0.61530316,-3.650515
4577,-1.9056047,-1.4570942,-1.1600466,1.7403101
4578,-2.2090726,0.22989585,-1.7535734,1.1380931
4583,-4.4669113,-2.2222507,-0.71844965,1.5532615
4584,-4.0527496,-4.970326,-1.6130353,-0.3081875
4587,-0.9137984,-2.7531543,0.22391672,0.3194791
4588,-2.0312655,-2.0519102,-0.04884464,1.4722705
4591,-2.7420783,-1.3336742,3.1583636,-1.093647
4592,-3.7123892,-1.3151289,3.85312,-1.5643666
4593,-1.4852717,0.28458497,5.2058053,0.84862953
4603,0.6292901,0.82400745,-5.4913425,2.5763373
4606,-3.884189,-3.5653937,1.2171752,-0.28705144
4611,-8.125797,-3.729525,6.9274025,3.1213944
4618,0.39010158,1.2909318,7.25249,1.0370171
4619,1.7589896,2.7837565,6.8502073,1.5335345
4627,2.875235,4.838754,-5.89184,6.2625575
4635,13.226151,4.568038,4.567842,5.7967086
4637,-2.573668,-8.930715,-5.9728203,-8.599563
4642,-6.5655613,-10.883283,-2.637282,-8.63392
4644,29.888546,14.65496,18.805923,14.295977
4645,26.250559,13.138625,1.1727412,11.470207
4646,1.7362515,-3.0190258,-19.333904,-1.7167102
4647,-7.0326705,-10.076869,-16.235832,-9.010089
4648,-2.6168363,-8.080167,0.57738584,-5.549112
4650,-6.2318306,-8.324037,-4.2308064,-6.8820777
4652,5.9253597,5.097207,-13.164837,14.358636
4653,-13.901804,-12.4270935,-14.619234,-12.2727785
4654,-4.7494035,-7.676979,-3.911301,-18.38403
4660,-6.502322,-4.1873198,-11.662508,-10.363825
4668,0.27046567,-1.6185397,9.36921,-6.1167645
4669,3.9958313,2.7824295,8.305817,-5.0263853
4670,4.3459034,3.1051605,0.93370694,-3.4445767
4672,3.6254036,7.0111423,-8.338444,-5.283679
4673,7.2274103,8.640567,0.60302055,5.4463677
4674,-1.8905421,-0.25099212,8.214367,6.9206896
4675,-10.1959305,-10.775851,11.50295,-17.923956
4678,-7.0681434,-9.517349,3.7791128,-18.337711
4680,2.921026,3.828851,1.483533,-12.190749
4683,-0.63738227,1.9340234,-0.898024,1.4482992
4685,2.4154658,-1.370266,-3.6585076,-17.18777
4686,4.558088,0.90707195,-13.684532,-9.610162
4688,-2.576569,-5.903636,2.9632018,-10.377325
4691,-2.4041219,-2.9207492,4.571068,-1.3306011
4692,-9.371392,-9.646461,-5.4365153,-6.730994
4693,-5.308635,-6.634027,-0.12695384,-9.648021
4694,-2.153605,-4.191852,10.043596,-7.6970677
4699,-4.8020115,-1.67909,0.50331116,-1.4721861
4704,-3.6972945,-3.877196,-8.638041,8.053782
4705,-1.6076055,-3.998529,-3.004508,4.765467
4707,1.4508436,-3.47084,4.9214516,3.3386388
4708,4.028428,-0.893732,-3.2239926,6.2555547
4711,3.9073942,8.188026,-8.119265,9.725159
4718,1.8051524,1.9898645,-4.7034364,0.7592698
4719,3.3200035,2.8575149,-3.3287325,0.40257043
4726,-0.97017616,2.4525883,-1.4709721,2.2188854
4728,-0.28130856,0.682426,-2.622743,5.523901
4729,1.4692945,1.6279387,0.6595858,7.2269673
4733,-4.031836,0.7830444,-3.7300134,5.301507
4734,-1.1886235,0.7311934,-3.0578983,7.1833
4736,-0.44245407,-1.0519993,1.3337513,5.99156
4743,4.160067,3.7072234,-4.15526,4.27007
4745,2.2879496,0.34469685,-4.427553,2.6434374
4749,1.3010805,-0.8902573,9.752645,2.3379762
4750,3.4218493,1.814242,8.480662,0.14280003
4754,-1.9483434,-5.599662,2.2223372,-3.7208776
4755,-3.0550685,-3.9758084,0.89684683,-0.71621555
4757,-2.5847864,-2.086627,-1.2900329,0.099168986
4762,-1.4614557,-2.6321707,13.498371,-3.9496746
4764,-0.9972973,-3.10528,13.135732,-2.1230812
4765,0.29908442,-1.3075784,13.94748,-1.6341327
4770,3.3795598,-1.6055014,3.599446,-1.5340773
4773,4.094892,1.0148904,5.5986643,-4.179888
4774,0.8992138,-0.34015647,5.8255477,-2.912296
4779,3.3398213,0.10074704,1.8333192,-2.7117598
4781,1.8791444,2.828627,5.205264,-2.3897386
4784,-6.7873244,-3.9759986,-2.7099495,-0.5235824
4785,-8.396531,-7.5070376,-1.0947778,-0.8491637
4786,-6.882016,-7.162392,1.2644581,-0.8480211
4788,-2.773621,-2.9486907,0.9066955,-5.3657207
4791,3.9934235,4.031557,2.3418396,-1.5437996
4792,3.7413852,4.741475,-0.31313807,0.24694067
4797,-8.173701,7.8198347,4.624965,3.6532657
4802,-3.4014866,4.3268294,7.7007565,-0.91801816
4806,-2.0813067,4.864036,11.008195,0.69681245
4813,-2.0713747,-7.7049165,-1.8240075,-1.5816714
4816,-2.5526967,-4.53885,-2.1596909,-3.3789778
4820,-2.6389644,4.5223136,-2.3195732,-0.84494764
4824,-6.3475657,0.8647752,10.504083,1.5881158
4825,-6.5706778,0.6135071,10.741467,1.3827925
4828,-1.3265469,0.8420202,1.1270721,-0.17847763
4830,0.28273344,-0.8446467,-0.24078381,1.708523
4832,-1.771207,-4.638206,-2.1911035,3.88769
4834,1.5163277,0.8728425,1.0742464,4.151473
4835,-0.14181106,0.18568432,-1.4703032,4.0714235
4836,-3.9974055,-1.2010378,-5.2489095,3.7425213
4839,2.364765,3.8549402,-12.301751,3.6384196
4843,3.1303806,6.259865,-8.281292,-0.30647787
4844,2.5868328,3.8607776,-5.785033,-3.0389497
4846,5.217126,3.4219859,-6.599639,-3.4295452
4850,1.4108266,1.7043068,-5.7697644,0.9842797
4852,0.058585264,-3.6101747,-7.078979,0.987299
4854,-1.8121958,-3.883956,-9.472664,-0.5983021
4855,-0.9545352,-1.7452098,-9.763361,-1.035984
4862,4.9873347,5.0663724,-4.439499,2.622339
4866,3.657464,0.8181228,2.642072,0.96731424
4867,1.6934367,-1.4939376,2.433685,-1.6020386
4869,2.2707214,-2.542989,-4.3701944,1.2489176
4870,3.5801373,-1.1800437,-5.688619,4.2485003
4874,-2.8012464,-3.8904443,-3.6730425,0.81199265
4876,1.9586416,-1.5040201,-5.3275733,0.9981318
4879,0.15562,-1.8096288,-6.7882085,0.32283565
4880,1.424119,-0.49445716,-9.317513,-0.7652917
4883,1.2812397,-0.8204054,2.3359792,-7.139864
4888,4.034066,-3.6369667,-5.3884945,-8.409371
4897,-3.4174128,-1.2415737,5.46569,-5.0005417
4902,-3.2831123,-1.4066585,6.7415605,-0.6502056
4905,-1.7386483,-3.4208755,14.7965975,-10.35141
4906,-3.8932266,-5.7918663,16.744675,-7.9519362
4910,2.1299746,0.69498134,21.886131,-2.2044213
4911,0.967074,0.30479205,24.087358,-2.8900018
4912,0.2884029,-1.3995446,24.858273,-2.491187
4913,1.6939319,-1.607345,26.203146,-1.1653845
4914,2.5427086,-0.516298,25.2069,2.3652468
4915,0.32142535,-0.22449051,21.31683,5.1450315
4916,-2.2223673,-1.5270567,16.912153,5.481776
4917,-3.5012498,-4.381368,14.56636,3.4908051
4920,-1.2403464,-0.8122072,20.598282,5.0186625
4924,-2.1563115,4.272565,6.0493417,3.175957
4927,-2.6368854,0.9608612,0.56988317,7.520166
4928,-0.13329947,0.5293867,-1.7460717,8.949403
4932,4.6921363,2.183339,-0.25034633,2.4390795
4934,7.0400147,-0.5378476,-6.6300697,-5.5853624
4935,4.2128406,-2.0805624,-6.6371746,-5.267964
4938,1.5590295,-3.4309068,-4.7264185,2.1908271
4942,-4.7904897,-7.0753093,-8.590619,1.5583924
4944,-5.7529745,-6.4249253,-9.872101,8.1660795
4946,-4.4835196,-4.0974164,-7.2919006,4.06161
4949,0.5151884,-1.6783328,-3.0189655,1.3046968
4954,1.0979953,-3.545768,-7.33074,0.18561569
4957,-0.30729142,3.4093728,-3.091947,4.3541155
4958,-1.4590243,4.2710214,-1.1120421,3.7436104
4960,-1.4467087,4.604603,-0.18501906,-2.7136621
4961,-1.6363207,2.8684762,-0.9215027,-3.8497186
4962,-0.5742355,2.2287564,-2.0576644,-3.3244271
4965,-1.0839947,-2.0757277,-3.9321878,-4.3179927
4969,-0.48121205,-0.5435854,-4.0586944,1.221327
4972,-0.47082824,2.0365245,-4.787921,4.627357
4979,5.305098,7.5176373,-18.826914,-3.6257293
4981,0.7181626,-0.010600225,-9.294339,-8.311972
4982,-0.822645,-2.7196395,-4.7417297,-7.7397933
4986,0.041042615,0.15839514,0.70989364,-0.6577515
4987,1.3323933,0.8434309,0.022618197,2.175206
4988,1.6488435,0.60742456,0.16369773,3.1976926
4990,0.89321333,1.5666494,-1.2008573,-1.938165
4991,0.75441164,2.5178792,-2.7977269,-1.0269214
4992,0.9387222,4.1435504,-4.8723636,0.14601807
4998,-3.441086,-5.5633254,0.570249,-4.22319
5000,1.423777,-0.5446567,2.4720113,-0.35917583
5002,3.5063014,0.9678138,-0.004437251,-6.835481
5003,3.463019,2.1205292,-0.3495006,-7.532405
5005,2.8750584,0.2460066,-1.6914319,-3.2870777
5006,1.7874271,-0.3841967,-1.4068573,-0.8596346
5010,-1.9753323,-3.1394067,-6.15522,-2.5066526
5021,-1.2366967,7.315781,-1.1996385,2.2617197
5022,0.13890502,7.2831416,-0.88923204,2.7201712
5025,-1.2544545,3.9891565,-3.9897697,2.1783853
5026,-0.113560155,4.683757,-3.542636,3.0976377
5031,-2.0176284,3.5197725,-0.04302704,3.2183306
5041,-5.2697673,-4.6190376,1.5959855,0.048159987
5044,-1.6764077,-3.7496753,3.2537637,1.3304193
5049,-0.19017877,-1.2303867,2.4059427,-5.347648
5055,3.1992044,-0.32119077,0.15579553,-3.8656023
5056,2.1075377,-0.2440746,1.4445249,-3.4531476
5058,1.4028748,-0.8618517,3.314417,-1.9932022
5066,1.7794973,-2.70466,-2.161429,0.43236208
5073,-1.6750648,2.2229936,-1.0522542,2.9442852
5074,-1.9305197,2.2254527,-4.1720843,3.2025814
5076,-0.17272145,0.8058988,-4.9091654,0.72431886
5077,0.66198,-0.017479828,-1.1476421,-1.9855312
5083,0.93093634,-1.9704391,-5.58931,2.1182847
5087,-0.8131974,2.8824623,-0.7125821,0.4070821
5092,-2.9070325,3.6773129,0.735553,0.31953177
5095,-1.9352994,-0.92697954,7.243939,1.4218106
5098,-1.6536208,-0.33951557,8.439413,-0.15855989
5099,-0.8605664,-0.4547281,5.0701275,0.9554642
5108,0.9365804,1.8628906,0.50348955,1.1586062
5114,-3.9256203,-0.1949509,8.568691,2.9066753
5117,-2.646626,-2.3585265,-2.7293203,6.6039996
5119,2.423592,0.64595705,-3.283373,4.330951
5124,-2.3986802,-2.3090217,5.3884163,-0.31069812
5129,-4.5661144,-0.65822315,4.3199277,1.8985597
5130,-3.9406743,3.835566,2.205234,4.6305995
5132,-2.5389028,5.769755,2.6916733,4.643051
5140,3.988111,-3.4831848,7.050538,-5.032448
5141,6.3361034,-3.6357653,4.908767,-5.199688
5149,-1.9058318,0.33079666,-0.9254565,0.80334806
5151,-2.622334,0.09229823,0.9569963,1.6672988
5153,-1.8656076,-1.8751929,4.7567787,0.9138577
5156,2.1872687,-1.8708687,-5.8846936,1.443529
5163,0.7904251,1.6648649,4.1924314,2.2332797
