,P4,Cz,F8,T7
1885,3.109562,2.5035744,-1.4450436,-0.40841988
1888,-1.9811482,-4.365047,-0.78718907,-1.6374052
1891,-5.0873103,-10.603906,1.1959136,-0.80278754
1892,-4.778734,-8.37497,-0.90006167,-0.14045808
1893,-3.4159546,-5.987356,-5.435879,1.8634847
1896,1.041336,-0.98353994,-10.9349,2.4977167
1903,1.6501396,3.386409,-3.159877,2.711175
1907,0.4152535,2.1113012,-8.529414,-1.5181044
1910,0.18650788,0.53957283,-1.6622281,-1.8431903
1916,-2.072761,-5.8930387,1.22311,2.406071
1921,-0.8163216,-3.9248264,1.7814008,-4.9305882
1925,-4.0331764,-5.290879,-3.0144875,0.40168983
1927,1.6792605,1.2908792,-4.22631,3.5054119
1936,-1.1517175,2.7316134,-4.8557506,-1.9664228
1937,-3.406624,2.1986253,-2.76688,-2.0791967
1950,2.2979696,-6.609007,2.8648765,-3.181133
1951,1.6030226,-5.4357905,3.7913713,-1.4686898
1952,0.583389,-3.8508663,4.1713157,-0.77790874
1955,1.5810226,2.1462064,2.1827734,2.6318848
1957,0.82309604,3.5239398,-1.6937861,0.53176165
1964,2.3514512,4.576264,0.8603623,-1.4880031
1968,-2.6128273,-0.20825677,-0.17262395,3.822525
1972,-0.25683826,-3.1024797,-0.4959251,1.1931767
1974,3.6065934,-1.1446201,1.2959456,-1.852083
1980,-0.16518249,2.341754,2.5115306,2.1254177
1985,-0.43841124,4.8846965,2.860897,6.506654
1987,-2.8566523,3.81677,4.6635056,7.797872
1990,-5.310468,0.43501294,-1.832207,10.025547
1993,-1.4350456,3.2889361,-1.4661807,8.0553255
1997,2.2873304,-0.57277334,9.639639,-0.14084116
2000,9.815366,9.285412,-1.7761991,2.1774921
2010,-4.1582365,-3.044141,4.9913497,-8.088793
2011,-6.456417,-4.3983555,6.8942876,-7.969967
2016,-4.08406,-2.1545095,0.2169335,1.6652329
2019,1.8980062,-0.67701423,-1.6542543,-0.95739365
2020,3.6245458,0.0716026,-2.7666821,-1.4472004
2021,4.919865,-0.2174305,-1.9175904,-0.598799
2024,4.811164,-0.049179833,1.0680984,-2.5478578
2027,2.1375365,0.039055817,2.9040265,-6.108702
2029,1.6884251,-5.566318,0.63982606,-5.2981663
2034,0.546153,-1.8813465,2.449903,-1.9966619
2036,3.0976138,0.6947937,-1.6987286,-2.4266183
2041,4.779612,11.4827795,-6.345401,2.5426803
2043,-0.17532794,1.967267,-5.0809264,1.5500631
2047,-2.718647,-7.054845,6.187886,-4.220924
2051,-1.855826,-3.6710725,-2.4805188,-4.145723
2055,-6.2976,-3.668389,-6.854756,-0.61645204
2059,-2.2130666,-0.8676366,3.9423862,1.4916263
2064,6.1090803,7.8228064,5.3286686,2.6698859
2069,-0.6763198,-2.6761115,4.2444935,1.0761627
2071,-2.9028509,-1.7563313,1.8152351,0.81288373
2082,-0.99387777,-1.0631533,4.4780173,-2.4959052
2085,2.6007261,-1.3750873,6.390058,-6.7978964
2086,4.0495996,1.8228637,3.4852524,-5.7927723
2087,5.128066,6.1666393,2.4968855,-3.9049275
2089,2.5639741,3.894512,4.879528,-3.3564186
2090,1.3377692,2.080697,0.25148985,-1.8725173
2092,0.9320185,0.64588475,0.033974227,2.8080416
2094,-2.4673872,-3.31148,3.4939554,1.7306545
2100,-5.369045,-1.1380994,6.0753384,-0.5981812
2104,-3.5156713,-1.7092694,2.0540304,1.0840514
2107,1.9383024,-0.21895586,-1.0303342,-0.85583246
2119,-1.5883526,-0.4573065,-0.10194038,-0.34490776
2121,-0.14143324,-2.3988492,-1.1328658,-2.385402
2122,-0.09378542,-3.285044,0.38806057,-3.0490606
2123,0.87733066,-1.3247472,3.224439,-2.021037
2125,4.2990093,3.191102,3.4703248,2.764709
2127,4.533624,2.286183,1.0712988,-4.1175246
2128,4.5341845,2.198552,-0.15255758,-4.1127157
2135,-0.14233023,-0.80527544,3.788058,-3.4160888
2138,-1.407032,0.06089927,0.5354295,-1.5881823
2139,-1.4568354,0.50888515,1.7413722,-1.1426573
2140,-1.2354319,1.0369446,0.9435663,-0.90583557
2144,0.5249722,3.0702913,3.1411188,2.5734763
2145,0.5828545,3.9964576,1.6370435,3.4336264
2146,0.53374815,5.2155294,0.27587283,3.7542877
2159,0.17821066,0.37030247,0.031603042,-2.8345156
2160,0.3052177,1.5272006,0.1265501,-4.157361
2164,-1.7288098,-4.4494267,4.6599503,-7.4560475
2165,-0.6722275,-3.7824302,0.11580222,-6.0450597
2166,2.740799,-2.768845,-0.60447013,-5.597004
2168,6.0334644,-0.16606994,-3.5500093,-8.020674
2169,6.087485,-0.2968707,-1.874089,-7.5645137
2170,7.4498057,0.5829514,-2.476291,-5.4540324
2173,8.476214,0.7565403,-1.4429904,-3.7281675
2174,8.180093,0.32340434,-0.36661845,-2.3510802
2179,-0.004776034,-0.2532506,-6.560255,3.5787802
2180,-2.8217275,-0.6350807,-3.263441,4.481322
2181,-5.105816,0.03590667,-2.5967894,4.077571
2182,-6.642561,-1.2273544,-1.3256226,3.7981555
2193,7.125502,-2.4795864,2.7634695,-1.1363413
2196,5.184198,-1.864175,2.9803276,-4.975182
2201,-4.152059,-2.2492225,0.25279224,3.879765
2204,-5.3577547,-3.3206415,3.1734548,3.4707208
2209,-0.14914623,4.597109,5.122441,1.9155781
2212,1.4088558,12.447847,-1.3234185,2.6099248
2214,0.5949198,9.46839,-2.742755,5.697468
2215,-1.3212767,8.786906,-0.70249563,5.7190127
2216,-2.6873775,8.176152,-2.4659665,5.7293463
2219,-3.8258348,3.51531,-5.132375,12.760051
2220,-5.276321,2.008395,-4.0116544,9.779519
2227,-5.5698395,-4.8817296,0.63475305,1.471496
2228,-4.9572077,-2.7657905,-3.607886,1.9213924
2234,8.303748,9.466249,-1.6418775,-1.7516365
2235,10.985634,11.501147,-1.9266118,-2.3777592
2237,7.571419,8.643689,-1.2353225,-4.5145946
2238,3.794289,6.996751,0.15572697,-5.927171
2240,3.692505,5.9777226,-1.7581873,-0.90282935
2241,2.9948416,4.766205,-3.4878695,2.9013176
2246,-3.4751675,1.7661121,-0.43016216,2.3033233
2247,-1.0107192,3.0267243,0.27567413,2.240789
2248,0.41544345,3.0286562,3.1719394,0.23217717
2251,-0.7502827,2.597424,-1.6240661,0.40029943
2252,-0.0028331336,3.6296003,-2.4543939,3.1388555
2256,2.4752502,2.7874706,-3.1401258,-1.4891866
2261,2.5264485,-9.457008,2.14768,-0.5429735
2262,1.4103197,-11.079634,0.8757581,0.033634145
2263,-0.83286047,-10.90236,-0.12774746,0.55258566
2264,-3.205879,-9.25646,-0.8013857,2.2955074
2268,-4.913013,-4.436201,1.2544973,3.6219654
2276,1.2822243,-4.926632,4.416556,-3.2240112
2282,0.59920615,-4.359758,-5.5409093,-0.8630438
2284,1.3575879,-2.0216222,-3.5916097,-0.6069209
2285,1.6494337,-2.9972632,-6.352289,-2.1505268
2288,-0.77897817,-2.0178962,-2.7038987,-3.158575
2301,5.3090253,4.001676,-2.145938,1.1219198
2302,3.765595,3.9323895,-2.6657634,2.147631
2306,-0.2984639,-6.462037,-2.9339733,-1.1831236
2307,-1.05372,-7.568681,-1.5410912,-2.877571
2309,-2.2014806,-7.758467,-1.3828186,-3.9433606
2316,-1.8955026,-7.8072815,4.81567,-1.2353841
2322,4.652453,9.148186,-3.2916656,7.7424316
2325,3.2339187,5.64201,-2.407118,6.585507
2340,0.83510315,-0.07187287,-2.5397186,4.9372835
2343,4.8695145,8.838085,-7.8723593,7.6034937
2344,2.8339906,6.620321,-6.790908,8.57553
2348,-0.8386268,-1.6752076,-5.3921084,1.2881083
2350,-2.612559,-2.6855888,-5.09823,-1.5347171
2353,-3.5698614,-4.5094514,-2.8480837,-1.4295254
2355,-3.8857057,-5.954797,-4.7322145,-3.8671699
2356,-3.1843526,-6.078665,-4.983621,-3.163664
2358,-2.23641,-5.937393,1.699719,-1.6526246
2360,-2.6648328,-6.592423,0.11187149,5.237503
2361,-0.9689791,-4.0885363,-1.1094487,7.9568877
2362,0.1898283,-0.828559,-0.90922904,7.905831
2365,2.8893042,-1.1130983,3.2922528,5.026964
2372,0.23419517,-0.40978715,-3.8703036,-0.8545325
2373,-2.500201,-1.8100442,-2.1341963,-1.5082742
2374,-5.087503,-1.4091691,-0.75285393,-0.11441933
2375,-5.3742537,-0.43561053,-0.003939296,0.9197588
2377,-4.162866,1.5168078,-2.1791863,-3.4049644
2379,-6.35288,1.6005483,0.08825427,-6.1692953
2385,-1.8436865,-4.0831537,2.6012762,-6.378669
2386,0.40168354,-4.0479236,-0.5001697,-3.2807014
2390,2.1319175,-1.2305051,0.58007747,2.3919768
2391,3.4294963,0.69245183,1.3683678,2.3273232
2392,4.717883,4.4268994,-1.018379,2.6497536
2400,4.4217725,2.931877,-2.8076186,-1.8460857
2407,-3.9609077,-3.6541548,3.3373172,1.1160344
2409,-3.1816926,-6.0514445,4.4981375,-0.20740828
2410,-0.7070924,-3.0573022,3.0103068,1.6263027
2412,4.100374,2.1952636,-1.5089093,-1.2903726
2418,3.8667266,2.334805,-5.1846247,-1.9465127
2421,-4.086898,-4.5192394,2.3445714,-4.4328995
2423,-3.1350784,-2.5748863,6.173968,-2.0301688
2426,-3.2940302,-3.4731133,3.2417169,-7.4633026
2430,-2.0823812,-2.859396,3.3877764,-1.395374
2431,-0.14684485,-0.14987876,-0.283424,1.2510533
2432,1.1281424,1.6055102,2.778385,2.2495763
2433,0.10798758,2.296056,7.5319138,3.029043
2434,0.23274927,4.0530066,8.180827,4.141726
2437,1.1963327,10.404395,-2.4879758,6.563689
2452,-4.7095895,0.078147426,2.7619095,6.1727147
2454,-5.1517663,-1.3061622,2.0867019,8.758745
2455,-5.9112067,-0.20484906,1.8532498,8.446716
2457,-5.3335366,3.0519469,-1.2754265,5.809387
2458,-4.017433,3.517629,-1.9692867,5.820136
2459,-2.9417658,4.6186295,-1.3723435,6.2265406
2469,-0.39497226,-5.1091995,-0.053791534,-4.1763616
2470,-1.1408081,-5.2642336,3.6946874,-5.172502
2473,-1.0219138,-4.5547247,2.0288804,-5.417945
2474,-0.967366,-4.4650235,-3.7156718,-5.5773087
2475,-2.4772985,-4.262271,-4.284852,-3.9697042
2480,3.0781717,3.3248975,-1.0338237,7.8537993
2481,5.8697834,4.357456,-4.6164002,11.312255
2484,9.283742,3.7011602,-15.465,6.7924023
2488,5.047436,6.3584814,-5.953551,-0.07223586
2492,4.007101,2.0825386,-0.6245271,-8.342857
2493,2.4869566,0.62251496,0.11385552,-6.746702
2498,-4.655991,-10.104682,9.383545,-2.723464
2500,0.3968503,-4.069321,2.0164099,2.5691495
2502,2.6035616,0.7526889,5.7180257,4.855293
2506,3.8347425,3.8753114,0.048469238,3.7016113
2508,2.917072,6.0496497,-4.063921,0.66004467
2512,0.28398067,0.9218724,-6.3509912,-3.2478225
2516,2.1590426,2.4365036,-1.6839935,-4.6027417
2521,-9.279635,-2.936216,-1.2324067,1.849076
2523,-5.541693,-0.19424433,3.2540858,5.6635547
2527,5.1138506,6.7507915,0.96420145,1.4520568
2529,7.5865865,6.3893065,0.81397355,-2.8098745
2532,5.0965014,1.6960547,-1.8312501,-4.663937
2543,-9.334686,-3.0037558,-0.8323687,-0.70306563
2544,-10.555746,-5.4365335,1.520986,0.7233795
2546,-6.4406366,-7.408632,-1.9750179,3.2545938
2548,-0.18466882,-5.831703,3.0738223,1.8511566
2556,-2.0881665,-3.7103722,-0.029310755,-4.538608
2557,-2.4254243,-2.8111885,0.45687377,-2.2338195
2558,-2.7044945,-2.0920856,0.363252,0.833538
2567,0.15479115,-1.9825279,3.233437,-2.2475808
2568,0.29703182,-1.1917486,3.0157375,-2.175042
2570,4.41635,0.63775855,1.7836425,-2.2956052
2572,3.1244376,2.138523,-1.1897182,1.2458063
2574,1.7910907,4.0647717,-1.6635593,1.7243814
2578,6.1097183,5.0194573,-11.900679,-2.85939
2579,4.8149443,4.598011,-13.711712,-2.8422441
2580,2.3943105,3.1945734,-13.749543,-2.6957572
2581,0.5619242,2.0925052,-13.167707,-1.746397
2587,-6.2269816,-11.306732,6.5177364,-1.1814038
2593,4.4800215,6.408664,-1.1276095,2.4185905
2598,5.6608505,2.25046,0.2801374,-1.230965
2599,8.112204,3.4202952,0.81252235,-4.421034
2607,-1.7385547,-0.22316495,0.10542626,0.8906428
2610,-4.897025,-4.821677,4.4090204,4.6539702
2614,3.0250785,5.951982,9.437987,4.136009
2617,4.985779,6.551965,0.496397,3.1905754
2618,3.826187,5.15117,-0.621314,1.7709013
2623,-7.3618903,-10.468124,4.1981807,-2.5501492
2624,-8.770131,-10.684563,4.7483945,-2.573546
2638,-1.6537946,-0.6002955,-7.1465273,2.455126
2639,-3.2359476,-1.2118764,-2.0480568,-3.2315538
2640,-4.187015,-2.4738505,1.428291,-5.068843
2647,-4.4908423,-4.365725,3.8777895,-3.1844647
2648,-2.2604299,-1.3557374,7.7301855,-5.823192
2650,4.5741634,4.754046,4.2401657,-4.1034374
2654,7.1592054,9.104064,2.672356,6.2108912
2658,-2.4412105,4.1307087,-3.3935893,-5.200269
2659,-3.9728158,0.0519527,-0.0238595,-5.693335
2668,4.4477215,2.7734134,1.0861267,-4.636623
2671,0.8519661,-0.50775695,1.5844455,3.7972617
2675,-4.495218,-1.4195935,-6.1081514,9.551266
2683,-2.3852706,-8.244676,-0.63012844,-5.8994308
2690,1.8099278,-4.9279943,-3.1761227,-1.0021486
2693,6.644879,2.676971,-17.508621,4.160625
2696,1.7158377,-2.6233327,-10.286394,2.7880151
2698,-3.857259,-4.9354997,-7.77188,-3.579995
2700,-10.397698,-7.9024944,-3.624961,-7.822829
2702,-7.632085,-1.3869448,-4.6874537,-3.934953
2708,9.578979,11.731666,-21.60415,12.112733
2710,5.5571513,2.789302,-16.94218,8.93056
2716,-7.2937465,-6.308428,-0.5910922,0.19095884
2720,1.3422393,4.0483513,9.108135,-1.8200024
2724,-0.088971086,-4.3296876,23.387594,0.3561517
2725,0.92214864,-8.066446,29.350222,-0.051321436
2726,0.8477764,-7.9855776,33.650597,0.8691368
2729,-6.370096,-7.1978755,36.798717,-0.2974688
2731,-10.928656,-12.0580015,42.802876,-2.109874
2735,-8.41429,-2.4420912,34.728554,1.7997048
2736,-5.364808,-0.46168685,35.13887,3.3794572
2741,-4.0232615,-3.1205628,41.706528,-7.512863
2743,-5.931233,-11.580008,51.689915,-16.602882
2745,-9.759702,-15.034079,52.222683,-20.09739
2746,-8.484567,-14.588036,50.242207,-19.662506
2750,-2.758165,-8.970227,41.622395,-9.081788
2751,-2.892704,-7.638491,37.563313,-8.061661
2753,2.9017978,-5.256092,23.347933,-7.654585
2762,0.28002664,-2.578929,-5.6151752,0.13870075
2768,2.2053459,5.0400705,-29.474703,10.106775
2772,2.0646698,6.119526,-24.547762,3.5097592
2776,3.5587592,3.0580595,-18.710987,5.663928
2777,3.449418,2.9021316,-20.971968,4.5501776
2779,6.6238093,6.1825666,-24.075214,3.8477538
2781,10.555496,8.292455,-27.421013,4.430562
2782,11.15875,9.56834,-28.521616,5.8739047
2786,4.7845216,3.2604816,-24.816633,3.546382
2787,2.6519673,2.3241928,-24.309275,1.4017102
2797,0.27003142,2.9382162,-18.15014,2.8799217
2801,4.783628,8.242789,-22.308882,9.068313
2803,-0.018760987,-2.322143,-10.306457,5.239512
2810,-6.1090803,-7.891783,1.6474929,-4.4192634
2816,1.3235246,0.3268367,-7.4330254,-1.4864742
2818,-1.5104746,0.53847265,-5.58448,0.908154
2819,-1.0639236,0.77345824,-3.5324135,0.63253385
2826,0.97422934,0.021448793,-3.672285,1.352317
2838,-1.0018575,-4.1683035,1.7426473,-0.06282517
2844,-0.43485367,0.5084715,6.0646005,1.0165002
2845,0.2977955,1.8064958,9.724997,0.11284918
2847,-3.3578434,-2.4027877,10.259053,0.3830938
2850,0.586246,-0.5960521,7.781877,-5.7525873
2852,-0.11204532,2.5169547,5.9373035,-2.8450031
2862,1.1749704,2.7693882,-2.8698578,2.7802346
2866,-1.2576686,-3.9205115,-0.5893226,-6.7206936
2869,-0.7652782,-1.8753867,0.4182257,-3.4909375
2870,-0.09099884,-0.71514523,1.9525316,-3.0317693
2871,2.2316208,2.509187,4.420528,-1.2117617
2873,2.1176114,6.833843,1.3934191,1.798653
2876,2.6523125,1.5235229,-4.872387,4.893137
2882,-3.701324,-5.2624693,7.450184,-0.92706203
2883,-3.484472,-2.9933617,5.0020595,-0.7993982
2884,-1.6923267,1.0187609,2.4181287,2.0633698
2892,-0.38326833,0.8740916,-0.77033454,-0.53090876
2894,-1.6993626,-0.7175845,-8.357523,-0.31561428
2896,-1.7075828,-0.066485755,-2.3805172,3.933295
2897,0.09336941,1.4593693,0.23822215,4.6030283
2899,0.5352779,0.7358936,-0.1738946,1.5785086
2905,2.6476827,3.0953822,-1.5782378,-2.997608
2910,0.8571711,-4.1240354,-2.710354,-0.45942092
2915,2.2754896,-0.79191977,-3.0957284,2.2364063
2916,1.8817407,-0.26948768,-0.41249868,0.34479854
2919,-1.2573936,3.8186872,1.4921256,-0.10784597
2922,-0.1268775,0.4051669,-0.8159383,-1.0308564
2923,-1.0042995,-1.0606995,-2.623892,-1.0586313
2925,-1.8995966,-0.337561,-1.2016371,-1.5237759
2929,2.3760326,-1.8848532,0.4109701,-1.731404
2933,0.056094438,-1.720827,3.1099355,-2.6776822
2934,0.9008066,-0.5433598,2.675561,-3.6297414
2935,2.082744,-0.56139046,1.3549076,-4.3175035
2938,1.9526625,-0.05290381,-1.0499296,-2.3030696
2940,3.8737674,2.3172731,-0.61301273,-0.3036869
2946,-0.9187499,1.9011923,-5.6927705,-0.2885411
2949,-0.6760657,0.12143217,-3.8300846,1.8972592
2952,0.27525014,2.344311,-3.8878899,-3.2990632
2953,0.82147425,1.214852,-6.9575624,-3.6246908
2954,2.4015036,0.22699109,-7.166614,-2.7734482
2956,1.149297,-1.3467468,-6.730458,-2.361648
2968,-2.7290063,-2.6863801,-7.9217334,4.6384997
2969,-0.7442497,0.32662827,-9.878269,3.763116
2971,1.3858098,5.0932064,-14.956958,3.8477871
2976,3.3835244,5.658585,-22.524336,4.6141586
2978,5.2557287,6.3838553,-20.918928,-0.25863302
2979,7.3074193,6.2165427,-18.018875,-1.2361817
2980,6.7044535,5.4272075,-16.580212,-2.122535
2984,2.8034766,2.5518248,-2.0548434,4.8519425
2987,-1.0970483,-0.5185026,14.809035,3.2665102
2989,0.3538611,-1.3414934,25.611433,1.4353683
3002,-6.7496505,-3.3502462,69.21821,-2.6595335
3010,-3.1632829,-3.1466198,24.086779,3.7433074
3011,-1.5722187,-2.134576,15.821301,3.0426123
3013,-2.0448294,-2.5612135,2.321669,-1.4988828
3018,-9.853367,-5.814442,-0.92376393,1.8315647
3022,0.24066463,3.2210515,-2.4109724,3.8139102
3025,3.3759,6.3675694,-18.292475,7.094319
3029,-2.0405617,-0.35615152,-8.293948,-4.6880116
3032,1.6490365,0.43359417,-6.0231895,-3.9685035
3035,-1.9394397,-3.4206984,-8.150334,-2.2125
3043,-4.343028,-4.801928,-7.7597075,-3.5052595
3053,3.123032,1.1901002,-12.266852,-4.572593
3054,2.6907272,1.2123741,-10.3123665,-4.6101933
3055,3.0679562,-0.32797557,-9.091535,-4.3052073
3057,3.9979565,0.5919971,-11.115047,-0.72679037
3058,2.017914,1.8373557,-10.874536,1.4080433
3059,0.81682175,1.873658,-10.408465,1.9853195
3061,3.5997455,2.9528515,-7.998821,2.6095307
3062,5.773742,2.783521,-7.739954,2.233134
3064,3.7875304,-0.41973448,-9.123234,0.6828791
3066,0.9028719,2.1669207,-8.13945,1.2551343
3067,-1.4875526,2.6541994,-9.008328,1.9372681
3070,0.88242817,-0.4274205,-11.804006,2.7512612
3072,0.20778841,-2.1138368,-12.733264,1.9111708
3074,1.2826217,-2.0776665,-11.171178,3.1915839
3075,2.1587517,-1.7299452,-12.147557,2.7626379
3076,1.1238686,-1.9459598,-12.768626,0.98141253
3077,0.8704253,-3.3635383,-12.301942,-0.7635815
3078,2.670291,-2.5343647,-10.023396,1.235692
3079,3.7358909,0.45988917,-7.432512,5.7054324
3080,4.1332674,3.2220385,-8.814484,7.799538
3082,3.0422738,5.5719543,-7.9492493,6.5924926
3092,3.9184725,9.593194,-7.3547697,2.5524423
3094,4.0781064,5.599426,-6.6842995,5.1068234
3096,4.865582,7.3235135,-8.603066,4.9259186
3097,3.867614,8.464759,-8.255973,3.3310716
3104,-4.7588882,-0.2682106,-8.88586,3.3554053
3105,-4.6781116,-0.9169232,-8.217244,2.900284
3107,-2.6971445,-2.618436,-7.097165,0.14523149
3110,0.9122117,-1.0897443,-9.128179,2.4196856
3113,-2.7009706,-1.4408666,-5.603098,0.1531529
3116,1.7990402,0.63013035,0.8652873,-1.7176445
3121,0.7864226,-5.6440763,3.9356441,-9.159768
3124,-2.088596,-5.641357,1.8335581,-0.078555964
3128,-2.0461187,-2.8360636,5.8819356,-4.2510433
3130,-4.7247686,-5.1688776,7.4122744,-7.266837
3133,-4.4045024,-6.932983,5.9199324,-5.26023
3134,-3.6972759,-5.0608106,3.5061288,-4.0714264
3138,3.014906,-1.7469878,-1.8751438,-2.2565458
3139,2.3023968,-2.202971,-2.6047094,-2.1160834
3140,1.3240954,-2.206855,-2.6303568,-0.7572069
3141,-0.34619543,-3.283799,-2.1362784,-1.0602338
3142,-1.3280144,-4.5561986,-0.61800784,-2.7272773
3143,-1.4807397,-5.0999293,1.5105731,-3.3881805
3146,-2.3822815,-8.603536,7.996607,-0.950714
3150,-1.4936624,-1.7814262,8.018614,-1.5031599
3151,-2.2905183,-2.9783046,5.7428446,-1.4305747
3154,-5.3757577,-8.693765,3.1834223,-4.9910207
3156,-3.2002056,-5.3712,10.8659935,-4.292996
3163,-1.8039591,3.8907232,-1.8344644,4.233842
3164,0.16942541,3.9157112,-1.4826483,2.7207189
3166,3.6693301,7.3324594,-4.887329,1.7902341
3167,5.4489226,9.237622,-4.0670557,2.61099
3168,6.1228127,9.918816,-3.4992464,3.619859
3171,0.46615985,5.6661525,-3.7907252,1.766789
3173,0.2771805,8.090097,-3.180266,3.1078367
3177,1.9633855,7.357873,-5.041164,5.8120255
3178,5.565849,7.062615,-6.2057395,8.302325
3182,4.668354,3.8088722,-4.469574,2.4840882
3187,-3.0042553,-1.0704142,-2.8341048,0.8733381
3193,-1.6831098,-1.037005,-3.9956229,0.89932525
3194,-0.69794154,0.27048677,-3.0724692,-0.008426086
3197,-0.79106605,1.0834044,-0.26079184,1.6213679
3200,1.5621557,2.37569,1.2908962,-1.9985344
3207,2.6736088,3.8555124,-3.3938482,3.6984549
3208,1.8620049,0.84740615,0.408898,3.780811
3215,-1.9274716,-3.3367097,-0.6066107,5.9220514
3217,-0.5856152,-0.901285,-3.2251453,1.1520426
3219,-1.2693506,-0.51266867,-0.6861682,-1.0795337
3220,0.010165972,-0.3667427,2.0105646,-1.1892102
3222,1.45983,0.09791218,0.8692361,0.17850295
3226,2.513672,8.595604,-2.822392,4.085377
3229,2.917189,0.057523984,-3.4639888,5.0578833
3230,1.776079,-0.7158759,-4.368083,3.742225
3232,1.2184448,-1.6557844,-1.6272057,-0.23770106
3234,-1.8406684,-2.4358015,0.88500553,-1.0748454
3243,-5.770352,-2.2131605,2.4055119,-2.6571662
3245,-3.3608594,-1.9332353,5.431648,-3.247068
3248,-4.1914787,-3.8689425,0.4253728,-3.0962272
3249,-1.4965817,-3.3156884,-0.8182161,-2.1445389
3252,-1.6863106,-3.536206,2.4892585,-0.86430347
3272,4.5724497,0.3002664,2.0229821,-0.27576485
3274,4.656346,2.2171907,1.1570786,-1.6008908
3277,4.807887,-1.2156333,-6.330843,2.815795
3278,2.9977872,-1.381036,-8.381981,3.3716078
3283,0.18775605,-1.73301,-1.4602447,-0.14610924
3287,0.8637601,3.6480715,-3.6989517,-0.774493
3290,3.6191103,6.8810387,-6.0975795,2.8100693
3296,0.15769044,3.8048196,-6.980021,4.123408
3297,-0.122585855,3.9719577,-8.249568,4.9937654
3311,-0.45022333,-1.4744607,-5.7842975,1.2661332
3313,3.0238967,-1.2955692,-4.8876424,3.2960393
3314,2.2603807,-2.4327533,-5.4769936,1.8638569
3315,2.0517197,-2.2721841,-6.7032824,0.943879
3317,3.0878012,-2.035755,-11.2865095,-1.893797
3321,0.111310065,-2.9519567,-3.7023728,-3.050245
3323,-2.9039261,-3.7666886,-6.7560134,1.3681175
3324,-3.8650289,-4.770006,-8.327965,0.045448035
3326,-4.3063807,-4.002319,-5.8451653,-4.9184027
3341,1.8688757,-2.731749,-2.308393,-0.3865873
3344,2.7640963,-0.8177147,12.889382,0.26280624
3345,2.6471107,1.2374333,18.842838,-1.8964853
3348,-3.1798718,-2.2117898,36.867317,-0.36720404
3349,-4.9666476,-3.7345572,40.99443,1.1932182
3350,-8.204614,-5.8316607,50.02559,1.7650303
3353,-14.468308,-11.431176,75.18497,-6.2420344
3359,-5.200586,-8.7206545,63.407738,-8.583169
3360,-4.9760456,-7.84676,62.162014,-9.989707
3361,-3.7559392,-6.989923,61.519215,-8.875303
3365,-1.5497595,-1.1218644,42.680767,-11.301946
3375,1.9935813,-1.6065581,3.3471186,-2.186709
3382,10.361446,14.093155,-16.091064,0.93837506
3383,9.921563,14.033836,-17.91364,-1.7219305
3384,8.585143,14.073461,-17.67695,-1.5322814
3385,6.050927,14.010628,-17.08116,0.7928003
3398,-0.025736934,-2.1602368,-20.807663,0.98084825
3402,-3.8819351,2.5326328,-14.124034,0.8977871
3403,-1.3574079,3.6812413,-13.759584,-0.8564225
3408,-1.0061114,3.8556926,-20.781221,6.4181046
3414,-3.871453,-5.325654,-17.830938,4.5212016
3417,-1.0055995,-5.034067,-11.658541,1.209353
3419,-2.4433289,-5.779968,-8.509745,-0.06299483
3426,-1.1664768,0.48369175,-11.516136,-2.1511846
3428,2.771904,0.9609919,-9.919019,0.6804707
3430,3.8735032,2.7787633,-11.225166,0.6417495
3433,-0.2063145,-0.32981217,-17.835693,2.4194787
3438,4.878214,4.300915,-11.171358,-0.186777
3440,3.815917,3.541174,-10.466002,-1.2264274
3443,-0.08767807,2.6965182,-13.364175,1.1720822
3449,-0.142766,3.362444,6.17155,-0.8272569
3450,1.2521415,4.57519,5.3565784,-0.46856043
3451,1.5380886,3.9219372,3.1982892,-1.8748032
3459,-4.3794074,-3.6374393,2.0747259,-2.6457648
3463,-1.6361674,-1.4330976,2.5989811,2.1514938
3465,0.36499184,-1.8312328,5.639381,3.3115015
3473,-0.74993354,-1.7196703,0.6701642,0.9950729
3474,-0.40479162,-0.4870565,0.44532177,1.0450706
3475,0.43751413,-0.06125843,-1.3327358,1.4527923
3477,2.1616483,-0.6283066,-5.00731,4.633818
3479,0.14472042,-3.100967,-0.9813317,1.6547438
3481,-2.6024535,-0.7858693,3.19542,0.64167315
3482,0.20108949,0.2879032,3.6608508,0.07727361
3483,2.1761675,1.1396874,2.9306252,0.3525316
3486,-0.5615958,1.0234782,0.13792883,0.43822676
3487,-0.4022295,2.3788369,4.4150095,1.4315252
3488,-0.30524758,3.9888387,8.635083,-0.32990143
3490,2.2058544,4.162024,8.9906225,-4.033878
3492,4.8303103,3.0243773,4.053914,-0.96697545
3493,4.4564033,5.420303,3.9199586,1.1810317
3495,2.0727265,7.908928,3.0011952,2.4492648
3499,-0.40212658,2.4865365,-1.1526473,-1.7153654
3505,-1.59063,-3.6049533,1.7072912,-3.937316
3506,-1.765576,-4.2642236,5.7030993,-2.5738425
3513,0.973564,-0.44142845,3.1042306,-1.9898552
3514,1.2679915,1.7470396,2.5407665,-0.57690233
3515,-1.4345978,-1.4380379,8.287034,-1.6537992
3517,-3.8452094,-2.8411207,9.168723,-0.6723378
3519,1.5421487,-0.67165273,2.1119921,-1.1046873
