,TMIN,SNOW,TMAX,PRCP,SNWD
13980,38.0,0.0,64.0,0.0,0.0
13981,39.0,0.0,67.0,0.0,0.0
13982,50.0,0.0,68.0,0.0,0.0
13983,32.0,0.0,53.0,0.0,0.0
13984,29.0,0.0,57.0,0.0,0.0
13985,39.0,0.0,67.0,0.0,0.0
13986,35.0,0.0,67.0,0.0,0.0
13987,25.0,0.0,50.0,0.0,0.0
13988,32.0,0.0,58.0,0.0,0.0
13989,31.0,0.0,49.0,17.0,0.0
13990,36.0,0.0,55.0,0.0,0.0
13991,43.0,0.0,73.0,13.0,0.0
13992,38.0,0.0,61.0,0.0,0.0
13993,32.0,0.0,59.0,0.0,0.0
13994,42.0,0.0,68.0,0.0,0.0
13995,39.0,0.0,68.0,2.0,0.0
13996,37.0,0.0,51.0,22.0,0.0
13997,34.0,0.0,63.0,0.0,0.0
13998,37.0,0.0,71.0,0.0,0.0
13999,42.0,0.0,71.0,0.0,0.0
14000,36.0,0.0,73.0,0.0,0.0
14001,42.0,0.0,72.0,0.0,0.0
14002,38.0,0.0,65.0,0.0,0.0
14003,47.0,0.0,73.0,0.0,0.0
14004,47.0,0.0,80.0,0.0,0.0
14005,40.0,0.0,80.0,0.0,0.0
14006,52.0,0.0,81.0,0.0,0.0
14007,56.0,0.0,68.0,11.0,0.0
14008,54.0,0.0,70.0,15.0,0.0
14009,41.0,0.0,68.0,0.0,0.0
14010,48.0,0.0,73.0,0.0,0.0
14011,64.0,0.0,77.0,0.0,0.0
14012,43.0,0.0,77.0,0.0,0.0
14013,47.0,0.0,88.0,0.0,0.0
14014,56.0,0.0,88.0,31.0,0.0
14015,49.0,0.0,69.0,0.0,0.0
14016,46.0,0.0,75.0,0.0,0.0
14017,51.0,0.0,76.0,0.0,0.0
14018,56.0,0.0,65.0,18.0,0.0
14019,52.0,0.0,79.0,0.0,0.0
14020,52.0,0.0,87.0,2.0,0.0
14021,64.0,0.0,87.0,0.0,0.0
14022,53.0,0.0,76.0,75.0,0.0
14023,39.0,0.0,71.0,0.0,0.0
14024,42.0,0.0,76.0,0.0,0.0
14025,54.0,0.0,82.0,0.0,0.0
14026,54.0,0.0,86.0,0.0,0.0
14027,62.0,0.0,89.0,0.0,0.0
14028,63.0,0.0,90.0,0.0,0.0
14029,60.0,0.0,93.0,0.0,0.0
14030,60.0,0.0,93.0,0.0,0.0
14031,51.0,0.0,92.0,0.0,0.0
14032,46.0,0.0,69.0,13.0,0.0
14033,44.0,0.0,77.0,0.0,0.0
14034,50.0,0.0,87.0,0.0,0.0
14035,61.0,0.0,93.0,0.0,0.0
14036,61.0,0.0,93.0,0.0,0.0
14037,57.0,0.0,91.0,0.0,0.0
14038,42.0,0.0,74.0,0.0,0.0
14039,43.0,0.0,73.0,0.0,0.0
14040,47.0,0.0,82.0,0.0,0.0
14041,55.0,0.0,89.0,0.0,0.0
14042,59.0,0.0,94.0,0.0,0.0
14043,65.0,0.0,94.0,0.0,0.0
14044,66.0,0.0,94.0,0.0,0.0
14045,64.0,0.0,93.0,0.0,0.0
14046,53.0,0.0,79.0,0.0,0.0
14047,57.0,0.0,89.0,0.0,0.0
14048,63.0,0.0,92.0,0.0,0.0
14049,69.0,0.0,95.0,0.0,0.0
14050,67.0,0.0,100.0,0.0,0.0
14051,77.0,0.0,98.0,0.0,0.0
14052,66.0,0.0,97.0,2.0,0.0
14053,55.0,0.0,86.0,0.0,0.0
14054,70.0,0.0,103.0,0.0,0.0
14056,47.0,0.0,82.0,0.0,0.0
14057,51.0,0.0,79.0,0.0,0.0
14058,57.0,0.0,78.0,0.0,0.0
14059,45.0,0.0,79.0,0.0,0.0
14060,40.0,0.0,79.0,0.0,0.0
14061,52.0,0.0,83.0,0.0,0.0
14062,52.0,0.0,89.0,0.0,0.0
14063,57.0,0.0,94.0,0.0,0.0
14064,59.0,0.0,97.0,0.0,0.0
14065,64.0,0.0,100.0,0.0,0.0
14066,67.0,0.0,101.0,0.0,0.0
14067,74.0,0.0,100.0,0.0,0.0
14068,66.0,0.0,98.0,0.0,0.0
14069,66.0,0.0,98.0,0.0,0.0
14070,66.0,0.0,87.0,18.0,0.0
14071,58.0,0.0,87.0,0.0,0.0
14072,60.0,0.0,88.0,0.0,0.0
14073,62.0,0.0,96.0,0.0,0.0
14074,63.0,0.0,97.0,0.0,0.0
14075,77.0,0.0,98.0,0.0,0.0
14076,71.0,0.0,97.0,28.0,0.0
14077,70.0,0.0,89.0,0.0,0.0
14078,69.0,0.0,87.0,44.0,0.0
14079,66.0,0.0,87.0,0.0,0.0
14080,60.0,0.0,84.0,17.0,0.0
14081,63.0,0.0,86.0,0.0,0.0
14082,61.0,0.0,85.0,87.0,0.0
14083,60.0,0.0,83.0,0.0,0.0
14084,66.0,0.0,84.0,4.0,0.0
14085,60.0,0.0,80.0,163.0,0.0
14086,61.0,0.0,86.0,0.0,0.0
14087,67.0,0.0,92.0,0.0,0.0
14088,70.0,0.0,93.0,0.0,0.0
14089,71.0,0.0,91.0,0.0,0.0
14090,67.0,0.0,85.0,50.0,0.0
14091,65.0,0.0,92.0,0.0,0.0
14092,73.0,0.0,95.0,0.0,0.0
14093,73.0,0.0,94.0,0.0,0.0
14094,73.0,0.0,93.0,0.0,0.0
14095,74.0,0.0,92.0,0.0,0.0
14096,69.0,0.0,91.0,58.0,0.0
14097,62.0,0.0,91.0,0.0,0.0
14098,64.0,0.0,90.0,0.0,0.0
14099,64.0,0.0,90.0,0.0,0.0
14100,71.0,0.0,90.0,78.0,0.0
14101,68.0,0.0,89.0,14.0,0.0
14102,69.0,0.0,91.0,0.0,0.0
14103,72.0,0.0,89.0,0.0,0.0
14104,75.0,0.0,90.0,0.0,0.0
14105,67.0,0.0,87.0,46.0,0.0
14106,66.0,0.0,88.0,44.0,0.0
14107,74.0,0.0,93.0,0.0,0.0
14108,69.0,0.0,93.0,0.0,0.0
14109,61.0,0.0,76.0,122.0,0.0
14110,61.0,0.0,81.0,6.0,0.0
14111,56.0,0.0,80.0,0.0,0.0
14112,55.0,0.0,77.0,0.0,0.0
14113,55.0,0.0,75.0,6.0,0.0
14114,60.0,0.0,78.0,94.0,0.0
14115,58.0,0.0,79.0,0.0,0.0
14116,53.0,0.0,79.0,0.0,0.0
14117,54.0,0.0,76.0,0.0,0.0
14118,61.0,0.0,73.0,10.0,0.0
14119,49.0,0.0,72.0,0.0,0.0
14120,48.0,0.0,75.0,0.0,0.0
14121,51.0,0.0,78.0,0.0,0.0
14122,52.0,0.0,80.0,0.0,0.0
14123,59.0,0.0,80.0,0.0,0.0
14124,65.0,0.0,74.0,217.0,0.0
14125,59.0,0.0,74.0,14.0,0.0
14127,42.0,0.0,63.0,0.0,0.0
14128,42.0,0.0,69.0,0.0,0.0
14129,44.0,0.0,75.0,0.0,0.0
14130,44.0,0.0,78.0,0.0,0.0
14131,46.0,0.0,79.0,0.0,0.0
14132,51.0,0.0,81.0,0.0,0.0
14133,58.0,0.0,75.0,0.0,0.0
14134,60.0,0.0,75.0,20.0,0.0
14135,46.0,0.0,77.0,0.0,0.0
14136,49.0,0.0,77.0,0.0,0.0
14137,46.0,0.0,77.0,0.0,0.0
14138,67.0,0.0,79.0,0.0,0.0
14139,65.0,0.0,84.0,0.0,0.0
14140,65.0,0.0,75.0,8.0,0.0
14141,57.0,0.0,73.0,66.0,0.0
14142,54.0,0.0,64.0,2.0,0.0
14143,54.0,0.0,68.0,0.0,0.0
14144,63.0,0.0,74.0,15.0,0.0
14145,43.0,0.0,73.0,0.0,0.0
14146,47.0,0.0,75.0,0.0,0.0
14147,48.0,0.0,75.0,0.0,0.0
14148,53.0,0.0,80.0,0.0,0.0
14150,47.0,0.0,75.0,0.0,0.0
14151,53.0,0.0,77.0,0.0,0.0
14152,63.0,0.0,78.0,3.0,0.0
14153,55.0,0.0,68.0,38.0,0.0
14154,41.0,0.0,62.0,13.0,0.0
14155,40.0,0.0,62.0,0.0,0.0
14156,39.0,0.0,56.0,0.0,0.0
14157,30.0,0.0,57.0,0.0,0.0
14158,36.0,0.0,58.0,0.0,0.0
14159,36.0,0.0,62.0,0.0,0.0
14160,46.0,0.0,61.0,0.0,0.0
14161,47.0,0.0,62.0,8.0,0.0
14162,37.0,0.0,65.0,0.0,0.0
14163,29.0,0.0,49.0,0.0,0.0
14164,26.0,0.0,50.0,0.0,0.0
14165,33.0,0.0,67.0,0.0,0.0
14166,48.0,0.0,70.0,0.0,0.0
14167,50.0,0.0,69.0,0.0,0.0
14168,54.0,0.0,59.0,56.0,0.0
14169,50.0,0.0,63.0,383.0,0.0
14170,39.0,0.0,55.0,3.0,0.0
14171,32.0,0.0,53.0,0.0,0.0
14172,43.0,0.0,50.0,0.0,0.0
14173,42.0,0.0,54.0,16.0,0.0
14174,31.0,0.0,49.0,0.0,0.0
14175,36.0,0.0,49.0,37.0,0.0
14176,34.0,0.0,39.0,6.0,0.0
14177,29.0,0.0,39.0,0.0,0.0
14178,26.0,0.0,54.0,0.0,0.0
14179,34.0,0.0,57.0,6.0,0.0
14180,27.0,0.0,45.0,0.0,0.0
14181,21.0,0.0,44.0,0.0,0.0
14182,20.0,0.0,48.0,0.0,0.0
14183,36.0,0.0,48.0,0.0,0.0
14184,37.0,0.0,42.0,1.0,0.0
14185,27.0,0.0,57.0,0.0,0.0
14186,49.0,0.0,60.0,22.0,0.0
14187,45.0,0.0,57.0,74.0,0.0
14188,32.0,0.0,45.0,57.0,0.0
14189,31.0,3.0,44.0,9.0,0.0
14190,38.0,0.0,46.0,19.0,0.0
14191,29.0,0.0,47.0,0.0,0.0
14192,44.0,0.0,58.0,56.0,0.0
14193,32.0,0.0,46.0,5.0,0.0
14194,29.0,0.0,43.0,0.0,0.0
14195,41.0,0.0,49.0,43.0,0.0
14196,39.0,0.0,55.0,0.0,0.0
14197,37.0,0.0,64.0,0.0,0.0
14199,32.0,0.0,46.0,0.0,0.0
14200,31.0,0.0,52.0,0.0,0.0
14201,40.0,0.0,48.0,0.0,0.0
14202,36.0,0.0,43.0,47.0,0.0
14203,34.0,0.0,42.0,52.0,0.0
14204,33.0,0.0,38.0,0.0,0.0
14205,27.0,0.0,41.0,0.0,0.0
14206,27.0,0.0,51.0,0.0,0.0
14207,27.0,0.0,57.0,0.0,0.0
14208,48.0,0.0,58.0,0.0,0.0
14210,29.0,0.0,40.0,0.0,0.0
14211,26.0,0.0,41.0,8.0,0.0
14212,33.0,0.0,42.0,0.0,0.0
14213,29.0,0.0,36.0,0.0,0.0
14214,22.0,0.0,38.0,0.0,0.0
14215,33.0,0.0,52.0,0.0,0.0
14216,21.0,0.0,47.0,0.0,0.0
14217,31.0,0.0,42.0,0.0,0.0
14218,32.0,0.0,51.0,0.0,0.0
14219,33.0,0.0,49.0,0.0,0.0
14220,25.0,0.0,41.0,0.0,0.0
14221,21.0,0.0,33.0,0.0,0.0
14222,15.0,0.0,27.0,0.0,0.0
14223,1.0,0.0,23.0,0.0,0.0
14224,-3.0,0.0,21.0,0.0,0.0
14225,20.0,0.0,37.0,0.0,0.0
14226,28.0,0.0,46.0,0.0,0.0
14227,24.0,0.0,45.0,0.0,0.0
14228,11.0,0.0,27.0,0.0,0.0
14229,12.0,0.0,26.0,0.0,0.0
14230,11.0,10.0,23.0,1.0,1.0
14231,21.0,0.0,51.0,0.0,1.0
14232,46.0,0.0,56.0,0.0,0.0
14233,32.0,0.0,56.0,0.0,0.0
14234,23.0,0.0,50.0,0.0,0.0
14235,35.0,0.0,48.0,52.0,0.0
14236,28.0,0.0,43.0,0.0,0.0
14237,26.0,0.0,37.0,12.0,0.0
14238,19.0,0.0,26.0,0.0,0.0
14239,25.0,25.0,40.0,23.0,3.0
14240,22.0,0.0,39.0,82.0,3.0
14241,11.0,0.0,22.0,0.0,3.0
14242,8.0,0.0,30.0,0.0,3.0
14243,17.0,0.0,36.0,0.0,2.0
14244,23.0,0.0,42.0,0.0,1.0
14245,22.0,0.0,34.0,0.0,1.0
14246,12.0,0.0,26.0,0.0,0.0
14248,13.0,0.0,35.0,0.0,1.0
14249,30.0,0.0,35.0,37.0,0.0
14250,30.0,0.0,47.0,0.0,0.0
14251,20.0,0.0,57.0,0.0,0.0
14252,12.0,0.0,22.0,0.0,0.0
14253,17.0,0.0,37.0,0.0,0.0
14254,21.0,0.0,37.0,0.0,0.0
14255,31.0,0.0,42.0,15.0,0.0
14256,25.0,0.0,36.0,0.0,0.0
14257,18.0,0.0,32.0,0.0,0.0
14258,30.0,0.0,32.0,13.0,0.0
14259,25.0,0.0,34.0,0.0,0.0
14260,32.0,0.0,42.0,0.0,0.0
14261,31.0,0.0,45.0,0.0,0.0
14262,32.0,0.0,46.0,0.0,0.0
14263,27.0,0.0,46.0,0.0,0.0
14264,14.0,0.0,31.0,0.0,0.0
14265,24.0,0.0,44.0,0.0,0.0
14266,28.0,0.0,50.0,0.0,0.0
14267,33.0,0.0,49.0,0.0,0.0
14268,33.0,0.0,47.0,0.0,0.0
14269,33.0,0.0,50.0,68.0,0.0
14270,28.0,0.0,43.0,0.0,0.0
14271,33.0,0.0,47.0,0.0,0.0
14272,37.0,0.0,46.0,14.0,0.0
14273,36.0,0.0,43.0,3.0,0.0
14274,35.0,0.0,58.0,0.0,0.0
14275,35.0,0.0,58.0,0.0,0.0
14276,23.0,0.0,38.0,0.0,0.0
14277,19.0,0.0,29.0,0.0,0.0
14278,16.0,0.0,28.0,0.0,0.0
14279,11.0,20.0,21.0,8.0,2.0
14280,2.0,10.0,21.0,6.0,3.0
14281,7.0,0.0,17.0,0.0,3.0
14282,12.0,0.0,21.0,0.0,2.0
14284,9.0,0.0,26.0,0.0,2.0
14285,15.0,0.0,34.0,0.0,1.0
14286,16.0,0.0,35.0,0.0,0.0
14287,25.0,0.0,37.0,0.0,0.0
14288,32.0,0.0,44.0,15.0,0.0
14289,32.0,0.0,42.0,0.0,0.0
14290,25.0,0.0,34.0,0.0,0.0
14291,17.0,0.0,32.0,0.0,0.0
14292,18.0,0.0,31.0,0.0,0.0
14293,23.0,0.0,33.0,0.0,0.0
14295,32.0,0.0,37.0,35.0,0.0
14296,24.0,0.0,34.0,0.0,0.0
14297,5.0,0.0,30.0,0.0,0.0
14298,6.0,0.0,27.0,0.0,0.0
14299,19.0,0.0,42.0,0.0,0.0
14300,29.0,0.0,37.0,0.0,0.0
14301,19.0,0.0,30.0,0.0,0.0
14302,20.0,0.0,36.0,0.0,0.0
14303,16.0,0.0,36.0,0.0,0.0
14304,12.0,0.0,30.0,0.0,0.0
14305,23.0,0.0,33.0,2.0,0.0
14306,28.0,0.0,50.0,11.0,0.0
14307,23.0,0.0,46.0,22.0,0.0
14308,20.0,0.0,27.0,0.0,0.0
14309,11.0,0.0,25.0,0.0,0.0
14310,13.0,0.0,37.0,0.0,0.0
14311,19.0,0.0,44.0,0.0,0.0
14312,25.0,0.0,48.0,0.0,0.0
14313,28.0,0.0,61.0,0.0,0.0
14314,31.0,0.0,60.0,0.0,0.0
14315,24.0,0.0,50.0,0.0,0.0
14316,31.0,0.0,60.0,0.0,0.0
14317,33.0,0.0,63.0,0.0,0.0
14318,24.0,0.0,49.0,0.0,0.0
14319,31.0,0.0,55.0,0.0,0.0
14321,18.0,0.0,35.0,3.0,0.0
14322,29.0,0.0,33.0,0.0,0.0
14324,17.0,0.0,37.0,0.0,0.0
14325,25.0,0.0,50.0,0.0,0.0
14326,30.0,0.0,58.0,0.0,0.0
14327,37.0,0.0,68.0,0.0,0.0
14328,37.0,0.0,68.0,0.0,0.0
14329,48.0,0.0,74.0,0.0,0.0
14330,57.0,0.0,73.0,25.0,0.0
14331,43.0,0.0,67.0,5.0,0.0
14332,35.0,0.0,46.0,8.0,0.0
14333,34.0,0.0,50.0,0.0,0.0
14334,28.0,0.0,47.0,0.0,0.0
14335,40.0,0.0,49.0,0.0,0.0
14336,45.0,0.0,51.0,106.0,0.0
14337,45.0,0.0,58.0,24.0,0.0
14338,40.0,0.0,58.0,17.0,0.0
14339,31.0,0.0,50.0,0.0,0.0
14340,31.0,0.0,49.0,0.0,0.0
14341,34.0,0.0,48.0,0.0,0.0
14342,28.0,0.0,41.0,22.0,0.0
14343,19.0,0.0,37.0,0.0,0.0
14344,27.0,0.0,44.0,0.0,0.0
14345,35.0,0.0,47.0,0.0,0.0
14346,29.0,0.0,48.0,18.0,0.0
14347,34.0,0.0,62.0,0.0,0.0
14348,44.0,0.0,61.0,21.0,0.0
14349,35.0,0.0,65.0,1.0,0.0
14350,52.0,0.0,66.0,0.0,0.0
14352,30.0,0.0,58.0,12.0,0.0
14353,32.0,0.0,61.0,0.0,0.0
14354,45.0,0.0,66.0,0.0,0.0
14355,41.0,0.0,60.0,0.0,0.0
14356,30.0,0.0,57.0,0.0,0.0
14357,32.0,0.0,64.0,0.0,0.0
14358,44.0,0.0,66.0,0.0,0.0
14359,48.0,0.0,69.0,40.0,0.0
14360,47.0,0.0,75.0,0.0,0.0
14361,44.0,0.0,73.0,16.0,0.0
14362,45.0,0.0,60.0,32.0,0.0
14363,44.0,0.0,63.0,0.0,0.0
14364,43.0,0.0,62.0,0.0,0.0
14365,42.0,0.0,56.0,4.0,0.0
14367,37.0,0.0,66.0,0.0,0.0
14368,50.0,0.0,66.0,16.0,0.0
14369,38.0,0.0,67.0,0.0,0.0
14370,26.0,10.0,53.0,9.0,1.0
14371,35.0,0.0,59.0,0.0,0.0
14372,47.0,0.0,60.0,7.0,0.0
14373,40.0,0.0,65.0,8.0,0.0
14374,42.0,0.0,64.0,0.0,0.0
14375,44.0,0.0,59.0,0.0,0.0
14376,46.0,0.0,55.0,43.0,0.0
14377,44.0,0.0,60.0,5.0,0.0
14378,42.0,0.0,64.0,0.0,0.0
14379,46.0,0.0,73.0,9.0,0.0
14380,48.0,0.0,77.0,0.0,0.0
14381,51.0,0.0,78.0,0.0,0.0
14382,60.0,0.0,80.0,0.0,0.0
14383,60.0,0.0,76.0,53.0,0.0
14384,48.0,0.0,79.0,0.0,0.0
14385,52.0,0.0,78.0,0.0,0.0
14386,57.0,0.0,77.0,0.0,0.0
14387,51.0,0.0,77.0,0.0,0.0
14388,58.0,0.0,81.0,31.0,0.0
14389,62.0,0.0,80.0,65.0,0.0
14390,48.0,0.0,78.0,0.0,0.0
14391,43.0,0.0,69.0,0.0,0.0
14392,48.0,0.0,69.0,0.0,0.0
14393,64.0,0.0,81.0,0.0,0.0
14394,64.0,0.0,82.0,220.0,0.0
14395,65.0,0.0,82.0,81.0,0.0
14396,64.0,0.0,78.0,62.0,0.0
14397,56.0,0.0,76.0,0.0,0.0
14398,56.0,0.0,72.0,180.0,0.0
14399,59.0,0.0,72.0,0.0,0.0
14400,55.0,0.0,78.0,0.0,0.0
14401,60.0,0.0,84.0,0.0,0.0
14402,62.0,0.0,84.0,0.0,0.0
14403,66.0,0.0,82.0,0.0,0.0
14404,55.0,0.0,79.0,0.0,0.0
14405,50.0,0.0,74.0,0.0,0.0
14406,59.0,0.0,74.0,0.0,0.0
14407,60.0,0.0,76.0,49.0,0.0
14408,62.0,0.0,77.0,91.0,0.0
14409,63.0,0.0,75.0,11.0,0.0
14410,53.0,0.0,72.0,5.0,0.0
14411,53.0,0.0,72.0,0.0,0.0
14412,56.0,0.0,74.0,2.0,0.0
14413,62.0,0.0,81.0,0.0,0.0
14414,61.0,0.0,77.0,14.0,0.0
14415,61.0,0.0,81.0,0.0,0.0
14416,63.0,0.0,83.0,0.0,0.0
14417,65.0,0.0,88.0,14.0,0.0
14418,68.0,0.0,91.0,0.0,0.0
14419,67.0,0.0,88.0,22.0,0.0
14420,70.0,0.0,89.0,0.0,0.0
14421,70.0,0.0,89.0,0.0,0.0
14422,60.0,0.0,83.0,8.0,0.0
14423,48.0,0.0,81.0,0.0,0.0
14424,51.0,0.0,79.0,0.0,0.0
14425,55.0,0.0,86.0,0.0,0.0
14426,64.0,0.0,86.0,0.0,0.0
14427,66.0,0.0,80.0,70.0,0.0
14428,67.0,0.0,85.0,7.0,0.0
14429,67.0,0.0,84.0,0.0,0.0
14430,66.0,0.0,88.0,0.0,0.0
14431,67.0,0.0,91.0,0.0,0.0
14432,62.0,0.0,90.0,0.0,0.0
14433,68.0,0.0,88.0,0.0,0.0
14434,68.0,0.0,92.0,33.0,0.0
14435,71.0,0.0,93.0,0.0,0.0
14436,64.0,0.0,86.0,17.0,0.0
14437,54.0,0.0,80.0,0.0,0.0
14438,54.0,0.0,79.0,13.0,0.0
14439,58.0,0.0,80.0,0.0,0.0
14440,57.0,0.0,82.0,0.0,0.0
14441,57.0,0.0,84.0,0.0,0.0
14442,60.0,0.0,85.0,0.0,0.0
14443,65.0,0.0,85.0,2.0,0.0
14444,65.0,0.0,73.0,91.0,0.0
14445,63.0,0.0,82.0,29.0,0.0
14446,65.0,0.0,85.0,99.0,0.0
14447,66.0,0.0,88.0,0.0,0.0
14448,71.0,0.0,88.0,0.0,0.0
14449,70.0,0.0,89.0,0.0,0.0
14450,69.0,0.0,89.0,2.0,0.0
14451,71.0,0.0,84.0,18.0,0.0
14452,65.0,0.0,83.0,9.0,0.0
14453,55.0,0.0,77.0,0.0,0.0
14455,60.0,0.0,79.0,73.0,0.0
14456,58.0,0.0,83.0,0.0,0.0
14457,61.0,0.0,83.0,0.0,0.0
14458,66.0,0.0,87.0,0.0,0.0
14459,74.0,0.0,88.0,0.0,0.0
14460,67.0,0.0,86.0,45.0,0.0
14462,47.0,0.0,73.0,0.0,0.0
14463,44.0,0.0,73.0,0.0,0.0
14464,57.0,0.0,76.0,0.0,0.0
14465,56.0,0.0,81.0,0.0,0.0
14466,57.0,0.0,82.0,0.0,0.0
14467,56.0,0.0,83.0,0.0,0.0
14468,56.0,0.0,81.0,0.0,0.0
14469,58.0,0.0,83.0,0.0,0.0
14470,66.0,0.0,82.0,0.0,0.0
14471,58.0,0.0,79.0,0.0,0.0
14472,55.0,0.0,79.0,0.0,0.0
14473,54.0,0.0,78.0,0.0,0.0
14474,56.0,0.0,76.0,0.0,0.0
14475,61.0,0.0,76.0,41.0,0.0
14476,64.0,0.0,81.0,56.0,0.0
14477,65.0,0.0,82.0,0.0,0.0
14478,68.0,0.0,80.0,11.0,0.0
14479,59.0,0.0,77.0,0.0,0.0
14480,52.0,0.0,75.0,0.0,0.0
14481,56.0,0.0,80.0,0.0,0.0
14482,63.0,0.0,84.0,0.0,0.0
14483,65.0,0.0,84.0,0.0,0.0
14484,68.0,0.0,78.0,63.0,0.0
14485,59.0,0.0,79.0,0.0,0.0
14486,62.0,0.0,83.0,0.0,0.0
14487,67.0,0.0,83.0,73.0,0.0
14488,58.0,0.0,78.0,23.0,0.0
14489,51.0,0.0,75.0,0.0,0.0
14490,51.0,0.0,77.0,0.0,0.0
14491,62.0,0.0,79.0,0.0,0.0
14492,66.0,0.0,81.0,0.0,0.0
14493,67.0,0.0,82.0,127.0,0.0
14494,69.0,0.0,84.0,7.0,0.0
14495,70.0,0.0,84.0,4.0,0.0
14496,62.0,0.0,82.0,87.0,0.0
14497,57.0,0.0,76.0,0.0,0.0
14498,56.0,0.0,77.0,0.0,0.0
14499,53.0,0.0,76.0,0.0,0.0
14500,52.0,0.0,58.0,0.0,0.0
14501,47.0,0.0,65.0,77.0,0.0
14502,54.0,0.0,64.0,42.0,0.0
14503,48.0,0.0,71.0,9.0,0.0
14504,48.0,0.0,74.0,0.0,0.0
14505,50.0,0.0,74.0,0.0,0.0
14506,53.0,0.0,76.0,0.0,0.0
14507,52.0,0.0,78.0,0.0,0.0
14508,63.0,0.0,76.0,0.0,0.0
14509,38.0,0.0,70.0,0.0,0.0
14510,32.0,0.0,59.0,0.0,0.0
14511,34.0,0.0,63.0,0.0,0.0
14512,43.0,0.0,62.0,0.0,0.0
14513,36.0,0.0,60.0,0.0,0.0
14514,34.0,0.0,68.0,0.0,0.0
14515,47.0,0.0,77.0,0.0,0.0
14516,46.0,0.0,78.0,0.0,0.0
14517,46.0,0.0,71.0,0.0,0.0
14518,62.0,0.0,71.0,0.0,0.0
14519,38.0,0.0,69.0,0.0,0.0
14520,28.0,0.0,58.0,0.0,0.0
14521,34.0,0.0,67.0,0.0,0.0
14522,52.0,0.0,68.0,3.0,0.0
14523,39.0,0.0,58.0,0.0,0.0
14524,35.0,0.0,55.0,0.0,0.0
14525,27.0,0.0,52.0,0.0,0.0
14526,41.0,0.0,58.0,32.0,0.0
14527,36.0,0.0,68.0,3.0,0.0
14528,52.0,0.0,76.0,0.0,0.0
14529,39.0,0.0,77.0,0.0,0.0
14530,48.0,0.0,83.0,0.0,0.0
14533,43.0,0.0,77.0,11.0,0.0
14534,35.0,0.0,45.0,15.0,0.0
14535,32.0,20.0,43.0,11.0,0.0
14536,33.0,0.0,37.0,22.0,0.0
14537,34.0,0.0,46.0,24.0,0.0
14538,31.0,0.0,57.0,0.0,0.0
14539,35.0,0.0,67.0,0.0,0.0
14540,47.0,0.0,73.0,0.0,0.0
14541,48.0,0.0,73.0,0.0,0.0
14542,44.0,0.0,74.0,0.0,0.0
14543,42.0,0.0,72.0,0.0,0.0
14544,41.0,0.0,73.0,0.0,0.0
14545,41.0,0.0,70.0,0.0,0.0
14546,41.0,0.0,72.0,0.0,0.0
14547,42.0,0.0,71.0,0.0,0.0
14548,33.0,0.0,54.0,10.0,0.0
14549,38.0,0.0,52.0,0.0,0.0
14550,24.0,0.0,42.0,0.0,0.0
14551,27.0,0.0,44.0,0.0,0.0
14552,38.0,0.0,60.0,0.0,0.0
14553,45.0,0.0,59.0,7.0,0.0
14554,33.0,0.0,50.0,4.0,0.0
14555,38.0,0.0,46.0,0.0,0.0
14556,36.0,0.0,46.0,0.0,0.0
14557,36.0,0.0,46.0,12.0,0.0
14558,32.0,0.0,53.0,0.0,0.0
14559,26.0,0.0,52.0,0.0,0.0
14560,32.0,0.0,69.0,0.0,0.0
14561,50.0,0.0,67.0,0.0,0.0
14562,32.0,0.0,61.0,42.0,0.0
14564,19.0,0.0,30.0,0.0,0.0
14565,23.0,0.0,32.0,0.0,0.0
14566,20.0,0.0,41.0,0.0,0.0
14567,40.0,0.0,55.0,0.0,0.0
14568,23.0,0.0,53.0,0.0,0.0
14569,24.0,0.0,30.0,0.0,0.0
14570,13.0,0.0,30.0,0.0,0.0
14571,20.0,0.0,39.0,0.0,0.0
14572,32.0,0.0,44.0,0.0,0.0
14573,32.0,0.0,50.0,6.0,0.0
14574,34.0,0.0,54.0,0.0,0.0
14575,30.0,0.0,61.0,22.0,0.0
14576,20.0,0.0,31.0,0.0,0.0
14577,24.0,0.0,42.0,0.0,0.0
14578,25.0,0.0,44.0,0.0,0.0
14579,27.0,0.0,42.0,0.0,0.0
14580,16.0,0.0,30.0,0.0,0.0
14581,19.0,0.0,33.0,0.0,0.0
14582,19.0,0.0,33.0,0.0,0.0
14583,26.0,0.0,39.0,0.0,0.0
14584,12.0,0.0,36.0,0.0,0.0
14585,18.0,0.0,30.0,0.0,0.0
14586,11.0,0.0,31.0,0.0,0.0
14587,21.0,0.0,33.0,0.0,0.0
14588,21.0,15.0,32.0,6.0,2.0
14589,8.0,0.0,26.0,0.0,1.0
14590,0.0,0.0,20.0,0.0,1.0
14593,-6.0,0.0,12.0,0.0,1.0
14594,-9.0,0.0,10.0,0.0,1.0
14595,-3.0,0.0,15.0,0.0,1.0
14596,3.0,10.0,19.0,2.0,2.0
14597,-5.0,30.0,16.0,15.0,4.0
14598,-6.0,5.0,5.0,1.0,5.0
14603,7.0,15.0,28.0,6.0,5.0
14604,3.0,10.0,22.0,2.0,6.0
14605,20.0,0.0,29.0,0.0,6.0
14606,24.0,0.0,33.0,0.0,6.0
14607,24.0,0.0,34.0,0.0,4.0
14608,30.0,0.0,39.0,12.0,2.0
14609,28.0,0.0,32.0,0.0,2.0
